k_star,persistence,replication,criterion,k_hat,exact_match,signed_bias,selected_k1
3,0.9,22,Gap (gaussian),2,0,-1,0
3,0.9,22,Gap (lognormal),2,0,-1,0
3,0.9,22,Prediction Strength,1,0,-2,1
3,0.9,23,Gap (uniform),1,0,-2,1
3,0.9,23,Gap (gaussian),1,0,-2,1
3,0.9,23,Gap (lognormal),1,0,-2,1
3,0.9,23,Prediction Strength,2,0,-1,0
3,0.9,24,Gap (uniform),1,0,-2,1
3,0.9,24,Gap (gaussian),2,0,-1,0
3,0.9,24,Gap (lognormal),2,0,-1,0
3,0.9,24,Prediction Strength,1,0,-2,1
3,0.9,25,Gap (uniform),1,0,-2,1
3,0.9,25,Gap (gaussian),2,0,-1,0
3,0.9,25,Gap (lognormal),2,0,-1,0
3,0.9,25,Prediction Strength,2,0,-1,0
3,0.9,26,Gap (uniform),1,0,-2,1
3,0.9,26,Gap (gaussian),4,0,1,0
3,0.9,26,Gap (lognormal),2,0,-1,0
3,0.9,26,Prediction Strength,2,0,-1,0
3,0.9,27,Gap (uniform),1,0,-2,1
3,0.9,27,Gap (gaussian),2,0,-1,0
3,0.9,27,Gap (lognormal),1,0,-2,1
3,0.9,27,Prediction Strength,1,0,-2,1
3,0.9,28,Gap (uniform),1,0,-2,1
3,0.9,28,Gap (gaussian),1,0,-2,1
3,0.9,28,Gap (lognormal),1,0,-2,1
3,0.9,28,Prediction Strength,1,0,-2,1
3,0.9,29,Gap (uniform),1,0,-2,1
3,0.9,29,Gap (gaussian),2,0,-1,0
3,0.9,29,Gap (lognormal),2,0,-1,0
3,0.9,29,Prediction Strength,2,0,-1,0
3,0.95,0,Gap (uniform),1,0,-2,1
3,0.95,0,Gap (gaussian),2,0,-1,0
3,0.95,0,Gap (lognormal),2,0,-1,0
3,0.95,0,Prediction Strength,1,0,-2,1
3,0.95,1,Gap (uniform),1,0,-2,1
3,0.95,1,Gap (gaussian),1,0,-2,1
3,0.95,1,Gap (lognormal),1,0,-2,1
3,0.95,1,Prediction Strength,1,0,-2,1
3,0.95,2,Gap (uniform),1,0,-2,1
3,0.95,2,Gap (gaussian),1,0,-2,1
3,0.95,2,Gap (lognormal),1,0,-2,1
3,0.95,2,Prediction Strength,2,0,-1,0
3,0.95,3,Gap (uniform),1,0,-2,1
3,0.95,3,Gap (gaussian),2,0,-1,0
3,0.95,3,Gap (lognormal),2,0,-1,0
3,0.95,3,Prediction Strength,2,0,-1,0
3,0.95,4,Gap (uniform),1,0,-2,1
3,0.95,4,Gap (gaussian),1,0,-2,1
3,0.95,4,Gap (lognormal),3,1,0,0
3,0.95,4,Prediction Strength,3,1,0,0
3,0.95,5,Gap (uniform),1,0,-2,1
3,0.95,5,Gap (gaussian),3,1,0,0
3,0.95,5,Gap (lognormal),3,1,0,0
3,0.95,5,Prediction Strength,5,0,2,0
3,0.95,6,Gap (uniform),1,0,-2,1
3,0.95,6,Gap (gaussian),2,0,-1,0
3,0.95,6,Gap (lognormal),3,1,0,0
3,0.95,6,Prediction Strength,1,0,-2,1
3,0.95,7,Gap (uniform),1,0,-2,1
3,0.95,7,Gap (gaussian),1,0,-2,1
3,0.95,7,Gap (lognormal),1,0,-2,1
3,0.95,7,Prediction Strength,1,0,-2,1
3,0.95,8,Gap (uniform),1,0,-2,1
3,0.95,8,Gap (gaussian),2,0,-1,0
3,0.95,8,Gap (lognormal),2,0,-1,0
3,0.95,8,Prediction Strength,1,0,-2,1
3,0.95,9,Gap (uniform),1,0,-2,1
3,0.95,9,Gap (gaussian),1,0,-2,1
3,0.95,9,Gap (lognormal),1,0,-2,1
3,0.95,9,Prediction Strength,1,0,-2,1
3,0.95,10,Gap (uniform),1,0,-2,1
3,0.95,10,Gap (gaussian),1,0,-2,1
3,0.95,10,Gap (lognormal),1,0,-2,1
3,0.95,10,Prediction Strength,4,0,1,0
3,0.95,11,Gap (uniform),1,0,-2,1
3,0.95,11,Gap (gaussian),1,0,-2,1
3,0.95,11,Gap (lognormal),1,0,-2,1
3,0.95,11,Prediction Strength,2,0,-1,0
3,0.95,12,Gap (uniform),1,0,-2,1
3,0.95,12,Gap (gaussian),3,1,0,0
3,0.95,12,Gap (lognormal),3,1,0,0
3,0.95,12,Prediction Strength,3,1,0,0
3,0.95,13,Gap (uniform),1,0,-2,1
3,0.95,13,Gap (gaussian),2,0,-1,0
3,0.95,13,Gap (lognormal),2,0,-1,0
3,0.95,13,Prediction Strength,3,1,0,0
3,0.95,14,Gap (uniform),1,0,-2,1
3,0.95,14,Gap (gaussian),1,0,-2,1
3,0.95,14,Gap (lognormal),1,0,-2,1
3,0.95,14,Prediction Strength,1,0,-2,1
3,0.95,15,Gap (uniform),1,0,-2,1
3,0.95,15,Gap (gaussian),2,0,-1,0
3,0.95,15,Gap (lognormal),2,0,-1,0
3,0.95,15,Prediction Strength,3,1,0,0
3,0.95,16,Gap (uniform),1,0,-2,1
3,0.95,16,Gap (gaussian),1,0,-2,1
3,0.95,16,Gap (lognormal),1,0,-2,1
3,0.95,16,Prediction Strength,1,0,-2,1
3,0.95,17,Gap (uniform),1,0,-2,1
3,0.95,17,Gap (gaussian),2,0,-1,0
3,0.95,17,Gap (lognormal),3,1,0,0
3,0.95,17,Prediction Strength,2,0,-1,0
3,0.95,18,Gap (uniform),1,0,-2,1
3,0.95,18,Gap (gaussian),1,0,-2,1
3,0.95,18,Gap (lognormal),1,0,-2,1
3,0.95,18,Prediction Strength,5,0,2,0
3,0.95,19,Gap (uniform),1,0,-2,1
3,0.95,19,Gap (gaussian),1,0,-2,1
3,0.95,19,Gap (lognormal),1,0,-2,1
3,0.95,19,Prediction Strength,2,0,-1,0
3,0.95,20,Gap (uniform),1,0,-2,1
3,0.95,20,Gap (gaussian),1,0,-2,1
3,0.95,20,Gap (lognormal),1,0,-2,1
3,0.95,20,Prediction Strength,1,0,-2,1
3,0.95,21,Gap (uniform),1,0,-2,1
3,0.95,21,Gap (gaussian),1,0,-2,1
3,0.95,21,Gap (lognormal),1,0,-2,1
3,0.95,21,Prediction Strength,1,0,-2,1
3,0.95,22,Gap (uniform),1,0,-2,1
3,0.95,22,Gap (gaussian),3,1,0,0
3,0.95,22,Gap (lognormal),3,1,0,0
3,0.95,22,Prediction Strength,3,1,0,0
3,0.95,23,Gap (uniform),1,0,-2,1
3,0.95,23,Gap (gaussian),1,0,-2,1
3,0.95,23,Gap (lognormal),1,0,-2,1
3,0.95,23,Prediction Strength,3,1,0,0
3,0.95,24,Gap (uniform),1,0,-2,1
3,0.95,24,Gap (gaussian),3,1,0,0
3,0.95,24,Gap (lognormal),2,0,-1,0
3,0.95,24,Prediction Strength,4,0,1,0
3,0.95,25,Gap (uniform),1,0,-2,1
3,0.95,25,Gap (gaussian),1,0,-2,1
3,0.95,25,Gap (lognormal),1,0,-2,1
3,0.95,25,Prediction Strength,1,0,-2,1
3,0.95,26,Gap (uniform),1,0,-2,1
3,0.95,26,Gap (gaussian),1,0,-2,1
3,0.95,26,Gap (lognormal),1,0,-2,1
3,0.95,26,Prediction Strength,1,0,-2,1
3,0.95,27,Gap (uniform),1,0,-2,1
3,0.95,27,Gap (gaussian),1,0,-2,1
3,0.95,27,Gap (lognormal),1,0,-2,1
3,0.95,27,Prediction Strength,2,0,-1,0
3,0.95,28,Gap (uniform),1,0,-2,1
3,0.95,28,Gap (gaussian),1,0,-2,1
3,0.95,28,Gap (lognormal),1,0,-2,1
3,0.95,28,Prediction Strength,1,0,-2,1
3,0.95,29,Gap (uniform),1,0,-2,1
3,0.95,29,Gap (gaussian),1,0,-2,1
3,0.95,29,Gap (lognormal),1,0,-2,1
3,0.95,29,Prediction Strength,2,0,-1,0
3,0.99,0,Gap (uniform),1,0,-2,1
3,0.99,0,Gap (gaussian),1,0,-2,1
3,0.99,0,Gap (lognormal),3,1,0,0
3,0.99,0,Prediction Strength,1,0,-2,1
3,0.99,1,Gap (uniform),1,0,-2,1
3,0.99,1,Gap (gaussian),3,1,0,0
3,0.99,1,Gap (lognormal),2,0,-1,0
3,0.99,1,Prediction Strength,2,0,-1,0
3,0.99,2,Gap (uniform),1,0,-2,1
3,0.99,2,Gap (gaussian),2,0,-1,0
3,0.99,2,Gap (lognormal),2,0,-1,0
3,0.99,2,Prediction Strength,1,0,-2,1
3,0.99,3,Gap (uniform),1,0,-2,1
3,0.99,3,Gap (gaussian),5,0,2,0
3,0.99,3,Gap (lognormal),4,0,1,0
3,0.99,3,Prediction Strength,1,0,-2,1
3,0.99,4,Gap (uniform),1,0,-2,1
3,0.99,4,Gap (gaussian),1,0,-2,1
3,0.99,4,Gap (lognormal),1,0,-2,1
3,0.99,4,Prediction Strength,1,0,-2,1
3,0.99,5,Gap (uniform),1,0,-2,1
3,0.99,5,Gap (gaussian),1,0,-2,1
3,0.99,5,Gap (lognormal),1,0,-2,1
3,0.99,5,Prediction Strength,2,0,-1,0
3,0.99,6,Gap (uniform),1,0,-2,1
3,0.99,6,Gap (gaussian),1,0,-2,1
3,0.99,6,Gap (lognormal),3,1,0,0
3,0.99,6,Prediction Strength,2,0,-1,0
3,0.99,7,Gap (uniform),1,0,-2,1
3,0.99,7,Gap (gaussian),1,0,-2,1
3,0.99,7,Gap (lognormal),1,0,-2,1
3,0.99,7,Prediction Strength,1,0,-2,1
3,0.99,8,Gap (uniform),1,0,-2,1
3,0.99,8,Gap (gaussian),2,0,-1,0
3,0.99,8,Gap (lognormal),2,0,-1,0
3,0.99,8,Prediction Strength,1,0,-2,1
3,0.99,9,Gap (uniform),1,0,-2,1
3,0.99,9,Gap (gaussian),1,0,-2,1
3,0.99,9,Gap (lognormal),1,0,-2,1
3,0.99,9,Prediction Strength,1,0,-2,1
3,0.99,10,Gap (uniform),1,0,-2,1
3,0.99,10,Gap (gaussian),1,0,-2,1
3,0.99,10,Gap (lognormal),1,0,-2,1
3,0.99,10,Prediction Strength,1,0,-2,1
3,0.99,11,Gap (uniform),1,0,-2,1
3,0.99,11,Gap (gaussian),2,0,-1,0
3,0.99,11,Gap (lognormal),2,0,-1,0
3,0.99,11,Prediction Strength,3,1,0,0
3,0.99,12,Gap (uniform),1,0,-2,1
3,0.99,12,Gap (gaussian),3,1,0,0
3,0.99,12,Gap (lognormal),3,1,0,0
3,0.99,12,Prediction Strength,3,1,0,0
3,0.99,13,Gap (uniform),1,0,-2,1
3,0.99,13,Gap (gaussian),2,0,-1,0
3,0.99,13,Gap (lognormal),2,0,-1,0
3,0.99,13,Prediction Strength,4,0,1,0
3,0.99,14,Gap (uniform),1,0,-2,1
3,0.99,14,Gap (gaussian),1,0,-2,1
3,0.99,14,Gap (lognormal),1,0,-2,1
3,0.99,14,Prediction Strength,4,0,1,0
3,0.99,15,Gap (uniform),1,0,-2,1
3,0.99,15,Gap (gaussian),1,0,-2,1
3,0.99,15,Gap (lognormal),1,0,-2,1
3,0.99,15,Prediction Strength,3,1,0,0
3,0.99,16,Gap (uniform),1,0,-2,1
3,0.99,16,Gap (gaussian),1,0,-2,1
3,0.99,16,Gap (lognormal),1,0,-2,1
3,0.99,16,Prediction Strength,1,0,-2,1
3,0.99,17,Gap (uniform),1,0,-2,1
3,0.99,17,Gap (gaussian),1,0,-2,1
3,0.99,17,Gap (lognormal),1,0,-2,1
3,0.99,17,Prediction Strength,4,0,1,0
3,0.99,18,Gap (uniform),1,0,-2,1
3,0.99,18,Gap (gaussian),1,0,-2,1
3,0.99,18,Gap (lognormal),1,0,-2,1
3,0.99,18,Prediction Strength,1,0,-2,1
3,0.99,19,Gap (uniform),1,0,-2,1
3,0.99,19,Gap (gaussian),1,0,-2,1
3,0.99,19,Gap (lognormal),1,0,-2,1
3,0.99,19,Prediction Strength,1,0,-2,1
3,0.99,20,Gap (uniform),1,0,-2,1
3,0.99,20,Gap (gaussian),1,0,-2,1
3,0.99,20,Gap (lognormal),1,0,-2,1
3,0.99,20,Prediction Strength,1,0,-2,1
3,0.99,21,Gap (uniform),1,0,-2,1
3,0.99,21,Gap (gaussian),4,0,1,0
3,0.99,21,Gap (lognormal),2,0,-1,0
3,0.99,21,Prediction Strength,1,0,-2,1
3,0.99,22,Gap (uniform),1,0,-2,1
3,0.99,22,Gap (gaussian),3,1,0,0
3,0.99,22,Gap (lognormal),1,0,-2,1
3,0.99,22,Prediction Strength,1,0,-2,1
3,0.99,23,Gap (uniform),1,0,-2,1
3,0.99,23,Gap (gaussian),1,0,-2,1
3,0.99,23,Gap (lognormal),1,0,-2,1
3,0.99,23,Prediction Strength,1,0,-2,1
3,0.99,24,Gap (uniform),1,0,-2,1
3,0.99,24,Gap (gaussian),1,0,-2,1
3,0.99,24,Gap (lognormal),1,0,-2,1
3,0.99,24,Prediction Strength,1,0,-2,1
3,0.99,25,Gap (uniform),1,0,-2,1
3,0.99,25,Gap (gaussian),5,0,2,0
3,0.99,25,Gap (lognormal),3,1,0,0
3,0.99,25,Prediction Strength,5,0,2,0
3,0.99,26,Gap (uniform),1,0,-2,1
3,0.99,26,Gap (gaussian),4,0,1,0
3,0.99,26,Gap (lognormal),2,0,-1,0
3,0.99,26,Prediction Strength,3,1,0,0
3,0.99,27,Gap (uniform),1,0,-2,1
3,0.99,27,Gap (gaussian),1,0,-2,1
3,0.99,27,Gap (lognormal),1,0,-2,1
3,0.99,27,Prediction Strength,1,0,-2,1
3,0.99,28,Gap (uniform),1,0,-2,1
3,0.99,28,Gap (gaussian),1,0,-2,1
3,0.99,28,Gap (lognormal),3,1,0,0
3,0.99,28,Prediction Strength,1,0,-2,1
3,0.99,29,Gap (uniform),1,0,-2,1
3,0.99,29,Gap (gaussian),1,0,-2,1
3,0.99,29,Gap (lognormal),1,0,-2,1
3,0.99,29,Prediction Strength,1,0,-2,1
4,0.9,0,Gap (uniform),1,0,-3,1
4,0.9,0,Gap (gaussian),2,0,-2,0
4,0.9,0,Gap (lognormal),2,0,-2,0
4,0.9,0,Prediction Strength,1,0,-3,1
4,0.9,1,Gap (uniform),1,0,-3,1
4,0.9,1,Gap (gaussian),1,0,-3,1
4,0.9,1,Gap (lognormal),1,0,-3,1
4,0.9,1,Prediction Strength,1,0,-3,1
4,0.9,2,Gap (uniform),1,0,-3,1
4,0.9,2,Gap (gaussian),1,0,-3,1
4,0.9,2,Gap (lognormal),1,0,-3,1
4,0.9,2,Prediction Strength,1,0,-3,1
4,0.9,3,Gap (uniform),1,0,-3,1
4,0.9,3,Gap (gaussian),2,0,-2,0
4,0.9,3,Gap (lognormal),2,0,-2,0
4,0.9,3,Prediction Strength,1,0,-3,1
4,0.9,4,Gap (uniform),1,0,-3,1
4,0.9,4,Gap (gaussian),3,0,-1,0
4,0.9,4,Gap (lognormal),3,0,-1,0
4,0.9,4,Prediction Strength,3,0,-1,0
4,0.9,5,Gap (uniform),1,0,-3,1
4,0.9,5,Gap (gaussian),1,0,-3,1
4,0.9,5,Gap (lognormal),1,0,-3,1
4,0.9,5,Prediction Strength,2,0,-2,0
4,0.9,6,Gap (uniform),1,0,-3,1
4,0.9,6,Gap (gaussian),1,0,-3,1
4,0.9,6,Gap (lognormal),1,0,-3,1
4,0.9,6,Prediction Strength,1,0,-3,1
4,0.9,7,Gap (uniform),1,0,-3,1
4,0.9,7,Gap (gaussian),1,0,-3,1
4,0.9,7,Gap (lognormal),1,0,-3,1
4,0.9,7,Prediction Strength,1,0,-3,1
4,0.9,8,Gap (uniform),1,0,-3,1
4,0.9,8,Gap (gaussian),1,0,-3,1
4,0.9,8,Gap (lognormal),1,0,-3,1
4,0.9,8,Prediction Strength,1,0,-3,1
4,0.9,9,Gap (uniform),1,0,-3,1
4,0.9,9,Gap (gaussian),3,0,-1,0
4,0.9,9,Gap (lognormal),3,0,-1,0
4,0.9,9,Prediction Strength,1,0,-3,1
4,0.9,10,Gap (uniform),1,0,-3,1
4,0.9,10,Gap (gaussian),1,0,-3,1
4,0.9,10,Gap (lognormal),1,0,-3,1
4,0.9,10,Prediction Strength,1,0,-3,1
4,0.9,11,Gap (uniform),1,0,-3,1
4,0.9,11,Gap (gaussian),1,0,-3,1
4,0.9,11,Gap (lognormal),1,0,-3,1
4,0.9,11,Prediction Strength,1,0,-3,1
4,0.9,12,Gap (uniform),1,0,-3,1
4,0.9,12,Gap (gaussian),1,0,-3,1
4,0.9,12,Gap (lognormal),1,0,-3,1
4,0.9,12,Prediction Strength,1,0,-3,1
4,0.9,13,Gap (uniform),1,0,-3,1
4,0.9,13,Gap (gaussian),1,0,-3,1
4,0.9,13,Gap (lognormal),1,0,-3,1
4,0.9,13,Prediction Strength,1,0,-3,1
4,0.9,14,Gap (uniform),1,0,-3,1
4,0.9,14,Gap (gaussian),2,0,-2,0
4,0.9,14,Gap (lognormal),2,0,-2,0
4,0.9,14,Prediction Strength,1,0,-3,1
4,0.9,15,Gap (uniform),1,0,-3,1
4,0.9,15,Gap (gaussian),1,0,-3,1
4,0.9,15,Gap (lognormal),1,0,-3,1
4,0.9,15,Prediction Strength,1,0,-3,1
4,0.9,16,Gap (uniform),1,0,-3,1
4,0.9,16,Gap (gaussian),1,0,-3,1
4,0.9,16,Gap (lognormal),2,0,-2,0
4,0.9,16,Prediction Strength,2,0,-2,0
4,0.9,17,Gap (uniform),1,0,-3,1
4,0.9,17,Gap (gaussian),3,0,-1,0
4,0.9,17,Gap (lognormal),3,0,-1,0
4,0.9,17,Prediction Strength,1,0,-3,1
4,0.9,18,Gap (uniform),1,0,-3,1
4,0.9,18,Gap (gaussian),1,0,-3,1
4,0.9,18,Gap (lognormal),1,0,-3,1
4,0.9,18,Prediction Strength,3,0,-1,0
4,0.9,19,Gap (uniform),1,0,-3,1
4,0.9,19,Gap (gaussian),2,0,-2,0
4,0.9,19,Gap (lognormal),2,0,-2,0
4,0.9,19,Prediction Strength,1,0,-3,1
4,0.9,20,Gap (uniform),1,0,-3,1
4,0.9,20,Gap (gaussian),3,0,-1,0
4,0.9,20,Gap (lognormal),3,0,-1,0
4,0.9,20,Prediction Strength,2,0,-2,0
4,0.9,21,Gap (uniform),1,0,-3,1
4,0.9,21,Gap (gaussian),1,0,-3,1
4,0.9,21,Gap (lognormal),1,0,-3,1
4,0.9,21,Prediction Strength,1,0,-3,1
4,0.9,22,Gap (uniform),1,0,-3,1
4,0.9,22,Gap (gaussian),3,0,-1,0
4,0.9,22,Gap (lognormal),3,0,-1,0
4,0.9,22,Prediction Strength,3,0,-1,0
4,0.9,23,Gap (uniform),1,0,-3,1
4,0.9,23,Gap (gaussian),1,0,-3,1
4,0.9,23,Gap (lognormal),1,0,-3,1
4,0.9,23,Prediction Strength,1,0,-3,1
4,0.9,24,Gap (uniform),1,0,-3,1
4,0.9,24,Gap (gaussian),1,0,-3,1
4,0.9,24,Gap (lognormal),1,0,-3,1
4,0.9,24,Prediction Strength,1,0,-3,1
4,0.9,25,Gap (uniform),1,0,-3,1
4,0.9,25,Gap (gaussian),2,0,-2,0
4,0.9,25,Gap (lognormal),2,0,-2,0
4,0.9,25,Prediction Strength,2,0,-2,0
4,0.9,26,Gap (uniform),1,0,-3,1
4,0.9,26,Gap (gaussian),1,0,-3,1
4,0.9,26,Gap (lognormal),1,0,-3,1
4,0.9,26,Prediction Strength,4,1,0,0
4,0.9,27,Gap (uniform),1,0,-3,1
4,0.9,27,Gap (gaussian),1,0,-3,1
4,0.9,27,Gap (lognormal),1,0,-3,1
4,0.9,27,Prediction Strength,1,0,-3,1
4,0.9,28,Gap (uniform),1,0,-3,1
4,0.9,28,Gap (gaussian),1,0,-3,1
4,0.9,28,Gap (lognormal),1,0,-3,1
4,0.9,28,Prediction Strength,5,0,1,0
4,0.9,29,Gap (uniform),1,0,-3,1
4,0.9,29,Gap (gaussian),2,0,-2,0
4,0.9,29,Gap (lognormal),2,0,-2,0
4,0.9,29,Prediction Strength,2,0,-2,0
4,0.95,0,Gap (uniform),1,0,-3,1
4,0.95,0,Gap (gaussian),2,0,-2,0
4,0.95,0,Gap (lognormal),4,1,0,0
4,0.95,0,Prediction Strength,1,0,-3,1
4,0.95,1,Gap (uniform),1,0,-3,1
4,0.95,1,Gap (gaussian),1,0,-3,1
4,0.95,1,Gap (lognormal),1,0,-3,1
4,0.95,1,Prediction Strength,1,0,-3,1
4,0.95,2,Gap (uniform),1,0,-3,1
4,0.95,2,Gap (gaussian),1,0,-3,1
4,0.95,2,Gap (lognormal),1,0,-3,1
4,0.95,2,Prediction Strength,1,0,-3,1
4,0.95,3,Gap (uniform),1,0,-3,1
4,0.95,3,Gap (gaussian),1,0,-3,1
4,0.95,3,Gap (lognormal),1,0,-3,1
4,0.95,3,Prediction Strength,1,0,-3,1
4,0.95,4,Gap (uniform),1,0,-3,1
4,0.95,4,Gap (gaussian),4,1,0,0
4,0.95,4,Gap (lognormal),3,0,-1,0
4,0.95,4,Prediction Strength,4,1,0,0
4,0.95,5,Gap (uniform),1,0,-3,1
4,0.95,5,Gap (gaussian),1,0,-3,1
4,0.95,5,Gap (lognormal),1,0,-3,1
4,0.95,5,Prediction Strength,1,0,-3,1
4,0.95,6,Gap (uniform),1,0,-3,1
4,0.95,6,Gap (gaussian),2,0,-2,0
4,0.95,6,Gap (lognormal),2,0,-2,0
4,0.95,6,Prediction Strength,2,0,-2,0
4,0.95,7,Gap (uniform),1,0,-3,1
4,0.95,7,Gap (gaussian),1,0,-3,1
4,0.95,7,Gap (lognormal),1,0,-3,1
4,0.95,7,Prediction Strength,2,0,-2,0
4,0.95,8,Gap (uniform),1,0,-3,1
4,0.95,8,Gap (gaussian),1,0,-3,1
4,0.95,8,Gap (lognormal),1,0,-3,1
4,0.95,8,Prediction Strength,3,0,-1,0
4,0.95,9,Gap (uniform),1,0,-3,1
4,0.95,9,Gap (gaussian),1,0,-3,1
4,0.95,9,Gap (lognormal),1,0,-3,1
4,0.95,9,Prediction Strength,1,0,-3,1
4,0.95,10,Gap (uniform),1,0,-3,1
4,0.95,10,Gap (gaussian),1,0,-3,1
4,0.95,10,Gap (lognormal),1,0,-3,1
4,0.95,10,Prediction Strength,1,0,-3,1
4,0.95,11,Gap (uniform),1,0,-3,1
4,0.95,11,Gap (gaussian),1,0,-3,1
4,0.95,11,Gap (lognormal),1,0,-3,1
4,0.95,11,Prediction Strength,3,0,-1,0
4,0.95,12,Gap (uniform),1,0,-3,1
4,0.95,12,Gap (gaussian),1,0,-3,1
4,0.95,12,Gap (lognormal),1,0,-3,1
4,0.95,12,Prediction Strength,2,0,-2,0
4,0.95,13,Gap (uniform),1,0,-3,1
4,0.95,13,Gap (gaussian),2,0,-2,0
4,0.95,13,Gap (lognormal),2,0,-2,0
4,0.95,13,Prediction Strength,1,0,-3,1
4,0.95,14,Gap (uniform),1,0,-3,1
4,0.95,14,Gap (gaussian),1,0,-3,1
4,0.95,14,Gap (lognormal),1,0,-3,1
4,0.95,14,Prediction Strength,1,0,-3,1
4,0.95,15,Gap (uniform),1,0,-3,1
4,0.95,15,Gap (gaussian),1,0,-3,1
4,0.95,15,Gap (lognormal),1,0,-3,1
4,0.95,15,Prediction Strength,1,0,-3,1
4,0.95,16,Gap (uniform),1,0,-3,1
4,0.95,16,Gap (gaussian),1,0,-3,1
4,0.95,16,Gap (lognormal),2,0,-2,0
4,0.95,16,Prediction Strength,1,0,-3,1
4,0.95,17,Gap (uniform),1,0,-3,1
4,0.95,17,Gap (gaussian),1,0,-3,1
4,0.95,17,Gap (lognormal),1,0,-3,1
4,0.95,17,Prediction Strength,3,0,-1,0
4,0.95,18,Gap (uniform),1,0,-3,1
4,0.95,18,Gap (gaussian),1,0,-3,1
4,0.95,18,Gap (lognormal),1,0,-3,1
4,0.95,18,Prediction Strength,1,0,-3,1
4,0.95,19,Gap (uniform),1,0,-3,1
4,0.95,19,Gap (gaussian),2,0,-2,0
4,0.95,19,Gap (lognormal),2,0,-2,0
4,0.95,19,Prediction Strength,2,0,-2,0
4,0.95,20,Gap (uniform),1,0,-3,1
4,0.95,20,Gap (gaussian),1,0,-3,1
4,0.95,20,Gap (lognormal),1,0,-3,1
4,0.95,20,Prediction Strength,1,0,-3,1
4,0.95,21,Gap (uniform),1,0,-3,1
4,0.95,21,Gap (gaussian),1,0,-3,1
4,0.95,21,Gap (lognormal),1,0,-3,1
4,0.95,21,Prediction Strength,1,0,-3,1
4,0.95,22,Gap (uniform),1,0,-3,1
4,0.95,22,Gap (gaussian),1,0,-3,1
4,0.95,22,Gap (lognormal),1,0,-3,1
4,0.95,22,Prediction Strength,1,0,-3,1
4,0.95,23,Gap (uniform),1,0,-3,1
4,0.95,23,Gap (gaussian),1,0,-3,1
4,0.95,23,Gap (lognormal),1,0,-3,1
4,0.95,23,Prediction Strength,2,0,-2,0
4,0.95,24,Gap (uniform),1,0,-3,1
4,0.95,24,Gap (gaussian),1,0,-3,1
4,0.95,24,Gap (lognormal),1,0,-3,1
4,0.95,24,Prediction Strength,3,0,-1,0
4,0.95,25,Gap (uniform),1,0,-3,1
4,0.95,25,Gap (gaussian),1,0,-3,1
4,0.95,25,Gap (lognormal),1,0,-3,1
4,0.95,25,Prediction Strength,2,0,-2,0
4,0.95,26,Gap (uniform),1,0,-3,1
4,0.95,26,Gap (gaussian),2,0,-2,0
4,0.95,26,Gap (lognormal),2,0,-2,0
4,0.95,26,Prediction Strength,2,0,-2,0
4,0.95,27,Gap (uniform),1,0,-3,1
4,0.95,27,Gap (gaussian),2,0,-2,0
4,0.95,27,Gap (lognormal),2,0,-2,0
4,0.95,27,Prediction Strength,1,0,-3,1
4,0.95,28,Gap (uniform),1,0,-3,1
4,0.95,28,Gap (gaussian),5,0,1,0
4,0.95,28,Gap (lognormal),2,0,-2,0
4,0.95,28,Prediction Strength,1,0,-3,1
4,0.95,29,Gap (uniform),1,0,-3,1
4,0.95,29,Gap (gaussian),2,0,-2,0
4,0.95,29,Gap (lognormal),2,0,-2,0
4,0.95,29,Prediction Strength,5,0,1,0
4,0.99,0,Gap (uniform),1,0,-3,1
4,0.99,0,Gap (gaussian),1,0,-3,1
4,0.99,0,Gap (lognormal),1,0,-3,1
4,0.99,0,Prediction Strength,1,0,-3,1
4,0.99,1,Gap (uniform),1,0,-3,1
4,0.99,1,Gap (gaussian),5,0,1,0
4,0.99,1,Gap (lognormal),2,0,-2,0
4,0.99,1,Prediction Strength,2,0,-2,0
4,0.99,2,Gap (uniform),1,0,-3,1
4,0.99,2,Gap (gaussian),2,0,-2,0
4,0.99,2,Gap (lognormal),2,0,-2,0
4,0.99,2,Prediction Strength,1,0,-3,1
4,0.99,3,Gap (uniform),1,0,-3,1
4,0.99,3,Gap (gaussian),2,0,-2,0
4,0.99,3,Gap (lognormal),2,0,-2,0
4,0.99,3,Prediction Strength,1,0,-3,1
4,0.99,4,Gap (uniform),1,0,-3,1
4,0.99,4,Gap (gaussian),1,0,-3,1
4,0.99,4,Gap (lognormal),2,0,-2,0
4,0.99,4,Prediction Strength,1,0,-3,1
4,0.99,5,Gap (uniform),1,0,-3,1
4,0.99,5,Gap (gaussian),4,1,0,0
4,0.99,5,Gap (lognormal),2,0,-2,0
4,0.99,5,Prediction Strength,2,0,-2,0
4,0.99,6,Gap (uniform),1,0,-3,1
4,0.99,6,Gap (gaussian),2,0,-2,0
4,0.99,6,Gap (lognormal),2,0,-2,0
4,0.99,6,Prediction Strength,1,0,-3,1
4,0.99,7,Gap (uniform),1,0,-3,1
4,0.99,7,Gap (gaussian),1,0,-3,1
4,0.99,7,Gap (lognormal),1,0,-3,1
4,0.99,7,Prediction Strength,2,0,-2,0
4,0.99,8,Gap (uniform),1,0,-3,1
4,0.99,8,Gap (gaussian),2,0,-2,0
4,0.99,8,Gap (lognormal),2,0,-2,0
4,0.99,8,Prediction Strength,1,0,-3,1
4,0.99,9,Gap (uniform),1,0,-3,1
4,0.99,9,Gap (gaussian),1,0,-3,1
