True_k,Replication,Separation,N_Samples,N_Features,Method,Criterion,Candidate_Range,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k
2,28,6.0,800,2,HMM,ICL,2-12,2,1,0,1.0
2,28,6.0,800,2,K-Means,Gap (uniform),1-6,2,1,0,1.0
2,28,6.0,800,2,K-Means,Prediction Strength,1-6,2,1,0,1.0
2,29,6.0,800,2,K-Means,Silhouette,2-12,2,1,0,1.0
2,29,6.0,800,2,K-Means,Davies-Bouldin,2-12,2,1,0,1.0
2,29,6.0,800,2,K-Means,Calinski-Harabasz,2-12,2,1,0,1.0
2,29,6.0,800,2,GMM,BIC,2-12,2,1,0,1.0
2,29,6.0,800,2,GMM,AIC,2-12,2,1,0,1.0
2,29,6.0,800,2,GMM,ICL,2-12,2,1,0,1.0
2,29,6.0,800,2,GMM,BIC_Neff,2-12,2,1,0,1.0
2,29,6.0,800,2,HMM,BIC,2-12,2,1,0,1.0
2,29,6.0,800,2,HMM,AIC,2-12,2,1,0,1.0
2,29,6.0,800,2,HMM,ICL,2-12,2,1,0,1.0
2,29,6.0,800,2,K-Means,Gap (uniform),1-6,2,1,0,1.0
2,29,6.0,800,2,K-Means,Prediction Strength,1-6,3,0,1,0.7523696976258488
3,0,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9900239948840279
3,0,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9900239948840279
3,0,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9900239948840279
3,0,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.992509388063219
3,0,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.992509388063219
3,0,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.992509388063219
3,0,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.992509388063219
3,0,6.0,1200,2,HMM,BIC,2-12,5,0,2,0.9101706456169029
3,0,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.9101706456169029
3,0,6.0,1200,2,HMM,ICL,2-12,5,0,2,0.9101706456169029
3,0,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9900239948840279
3,0,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9900239948840279
3,1,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,1,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,1,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,2,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9900334168400151
3,2,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9900334168400151
3,2,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9900334168400151
3,3,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9925156484994386
3,3,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9925156484994386
3,3,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9925156484994386
3,3,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9900334168400151
3,3,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9900334168400151
3,3,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9900334168400151
3,3,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9900334168400151
3,3,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9862768499276544
3,3,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.9702419281852291
3,3,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9862768499276544
3,3,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9925156484994386
3,3,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9925156484994386
3,4,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9925094037468339
3,4,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9925094037468339
3,4,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9925094037468339
3,4,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9875323412686172
3,4,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9875323412686172
3,4,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9875323412686172
3,4,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9875323412686172
3,4,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9553653759716884
3,4,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9553653759716884
3,4,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9553653759716884
3,4,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9925094037468339
3,4,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9925094037468339
3,5,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9950010416786296
3,5,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950010416786296
3,5,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950010416786296
3,6,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,1.0
3,6,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,1.0
3,6,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,1.0
3,6,6.0,1200,2,GMM,BIC,2-12,3,1,0,1.0
3,6,6.0,1200,2,GMM,AIC,2-12,3,1,0,1.0
3,6,6.0,1200,2,GMM,ICL,2-12,3,1,0,1.0
3,6,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,1.0
3,6,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9030484353521468
3,6,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9030484353521468
3,6,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9030484353521468
3,6,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,1.0
3,6,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,1.0
3,7,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9875323412686172
3,7,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9875323412686172
3,7,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9875323412686172
3,7,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9875261069499095
3,7,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9875261069499095
3,7,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9875261069499095
3,7,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9875261069499095
3,7,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9763889493674222
3,7,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9763889493674222
3,7,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9763889493674222
3,7,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9875323412686172
3,7,6.0,1200,2,K-Means,Prediction Strength,1-6,4,0,1,0.8566038788628476
3,8,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,GMM,AIC,2-12,4,0,1,0.8659229290640642
3,8,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9924969143200749
3,8,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9713895070462677
3,8,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9713895070462677
3,8,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9713895070462677
3,8,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9924969143200749
3,8,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9924969143200749
3,9,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.992509388063219
3,9,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9792085999711508
3,9,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9792085999711508
3,9,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9792085999711508
3,9,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.992509388063219
3,9,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.992509388063219
3,10,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.990008375173784
3,10,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.8889223005729933
3,10,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.8889223005729933
3,10,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.8889223005729933
3,10,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.990008375173784
3,10,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.990008375173784
3,11,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,11,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,11,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,12,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,1.0
3,12,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,1.0
3,12,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,1.0
3,12,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9768447402625515
3,12,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,12,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,1.0
3,12,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,1.0
3,13,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,13,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,13,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,13,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9950010521452962
3,13,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9950010521452962
3,13,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9950010521452962
3,13,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9950010521452962
3,13,6.0,1200,2,HMM,BIC,2-12,5,0,2,0.8415897555175119
3,13,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.8415897555175119
3,13,6.0,1200,2,HMM,ICL,2-12,6,0,3,0.9559285956216541
3,13,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,13,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,14,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950041666666667
3,14,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950041666666667
3,14,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950041666666667
3,14,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,14,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,14,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,14,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,14,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.868505179906096
3,14,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.868505179906096
3,14,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.868505179906096
3,14,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950041666666667
3,14,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950041666666667
3,15,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9950010521452962
3,15,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.8843002078266755
3,15,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.8690853074789049
3,15,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.8843002078266755
3,15,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950010521452962
3,15,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950010521452962
3,16,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9950041666666667
3,16,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950041666666667
3,16,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950041666666667
3,17,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,1.0
3,17,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,1.0
3,17,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,1.0
3,17,6.0,1200,2,GMM,BIC,2-12,3,1,0,1.0
3,17,6.0,1200,2,GMM,AIC,2-12,3,1,0,1.0
3,17,6.0,1200,2,GMM,ICL,2-12,3,1,0,1.0
3,17,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,1.0
3,17,6.0,1200,2,HMM,BIC,2-12,5,0,2,0.84139711271302
3,17,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.84139711271302
3,17,6.0,1200,2,HMM,ICL,2-12,7,0,4,0.8528080948374863
3,17,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,1.0
3,17,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,1.0
3,18,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,18,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,18,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,18,6.0,1200,2,GMM,BIC,2-12,3,1,0,1.0
3,18,6.0,1200,2,GMM,AIC,2-12,4,0,1,0.8785117878865055
3,18,6.0,1200,2,GMM,ICL,2-12,3,1,0,1.0
3,18,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,1.0
3,18,6.0,1200,2,HMM,BIC,2-12,3,1,0,1.0
3,18,6.0,1200,2,HMM,AIC,2-12,3,1,0,1.0
3,18,6.0,1200,2,HMM,ICL,2-12,3,1,0,1.0
3,18,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,18,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,19,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950010416786296
3,19,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950010416786296
3,19,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950010416786296
3,19,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9925031276269993
3,19,6.0,1200,2,GMM,AIC,2-12,4,0,1,0.8625537494805138
3,19,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9925031276269993
3,19,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9925031276269993
3,19,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.8969135205121355
3,19,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.8969135205121355
3,19,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.8969135205121355
3,19,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950010416786296
3,19,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950010416786296
3,20,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.995004187586892
3,20,6.0,1200,2,HMM,BIC,2-12,5,0,2,0.791266243116099
3,20,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.791266243116099
3,20,6.0,1200,2,HMM,ICL,2-12,5,0,2,0.791266243116099
3,20,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.995004187586892
3,20,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.995004187586892
3,21,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9875386799783973
3,21,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9875386799783973
3,21,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9875386799783973
3,21,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9925157111810734
3,21,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9925157111810734
3,21,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9925157111810734
3,21,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9925157111810734
3,21,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.8758128666154866
3,21,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.8812054372329502
3,21,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.8758128666154866
3,21,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9875386799783973
3,21,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9875386799783973
3,22,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9850501252600227
3,22,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9850501252600227
3,22,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9850501252600227
3,23,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,23,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9467063060737089
3,23,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9467063060737089
3,23,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9651002721236923
3,23,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,23,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,24,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,1.0
3,24,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,1.0
3,24,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,1.0
3,24,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,24,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,1.0
3,24,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,1.0
3,25,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,25,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,25,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,26,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9950010416786296
