k_star,persistence,replication,reference,k,gap,se,log_w,argmax_is_1
2,0.95,7,lognormal,4,-0.42301551305999885,0.0685393324495634,3.993871315968838,0
2,0.95,7,lognormal,5,-0.2663464820351793,0.07711993634248218,3.466982898226322,0
2,0.95,7,lognormal,6,-0.2533257174242509,0.07547986636903727,3.130674223042869,0
2,0.95,8,uniform,1,1.4222701867663874,0.022499056516826352,5.597480777723606,1
2,0.95,8,uniform,2,0.9192492133555055,0.02280316507272638,4.7212421045137445,1
2,0.95,8,uniform,3,0.9163541715245755,0.014075369236556669,3.909960398592817,1
2,0.95,8,uniform,4,0.8503396093540863,0.020301899114953444,3.397622719957016,1
2,0.95,8,uniform,5,0.8022430709961479,0.017744621462076646,3.001485922568396,1
2,0.95,8,uniform,6,0.7541789007707767,0.021773272308929427,2.67361939660867,1
2,0.95,8,gaussian,1,-0.0038021884632977176,0.025315629128227567,5.597480777723606,0
2,0.95,8,gaussian,2,-0.13496639204279592,0.03740760461879459,4.7212421045137445,0
2,0.95,8,gaussian,3,0.02443961149630125,0.04633744813980169,3.909960398592817,0
2,0.95,8,gaussian,4,0.05988912023562065,0.0473598828711229,3.397622719957016,0
2,0.95,8,gaussian,5,0.03928495709258728,0.052038030038862454,3.001485922568396,0
2,0.95,8,gaussian,6,0.06077232185066084,0.04998114786176848,2.67361939660867,0
2,0.95,8,lognormal,1,-0.15987229512843193,0.04888340372832489,5.597480777723606,0
2,0.95,8,lognormal,2,-0.250013423959329,0.054023955536332886,4.7212421045137445,0
2,0.95,8,lognormal,3,-0.1352709499081599,0.0758264522015514,3.909960398592817,0
2,0.95,8,lognormal,4,-0.08326424344068206,0.0761735533335385,3.397622719957016,0
2,0.95,8,lognormal,5,-0.10567681289728315,0.11317560539841603,3.001485922568396,0
2,0.95,8,lognormal,6,-0.0701593532714786,0.10281927211193688,2.67361939660867,0
2,0.95,9,uniform,1,1.3218795819976705,0.021114438641637253,6.13524333742715,1
2,0.95,9,uniform,2,1.092892059214412,0.01268571721854361,4.977963883188154,1
2,0.95,9,uniform,3,0.8083870120115719,0.020862556231705336,4.441406940547026,1
2,0.95,9,uniform,4,0.7648211991444085,0.024020849896032415,3.910200889374295,1
2,0.95,9,uniform,5,0.7511765081784891,0.02325410213371162,3.479365189848044,1
2,0.95,9,uniform,6,0.8418964829190299,0.013837800746389824,3.0203684265814887,1
2,0.95,9,gaussian,1,0.009644175959715007,0.03671089519256686,6.13524333742715,0
2,0.95,9,gaussian,2,0.1443245062517322,0.03990012980985525,4.977963883188154,0
2,0.95,9,gaussian,3,0.031585682201709986,0.031787372149316206,4.441406940547026,0
2,0.95,9,gaussian,4,0.09593634376174043,0.046182757719681854,3.910200889374295,0
2,0.95,9,gaussian,5,0.13031171344809067,0.04576905384498476,3.479365189848044,0
2,0.95,9,gaussian,6,0.2543313267301861,0.05406887577069922,3.0203684265814887,0
2,0.95,9,lognormal,1,-0.3479989136253323,0.06970715756753233,6.13524333742715,0
2,0.95,9,lognormal,2,-0.18171916575997837,0.058450770970492526,4.977963883188154,0
2,0.95,9,lognormal,3,-0.26969921757704274,0.10590217757715736,4.441406940547026,0
2,0.95,9,lognormal,4,-0.16636773131486216,0.12724014847563034,3.910200889374295,0
2,0.95,9,lognormal,5,-0.16926462025603195,0.09519393996981962,3.479365189848044,0
2,0.95,9,lognormal,6,-0.06471782967157136,0.08526541475580705,3.0203684265814887,0
2,0.99,0,uniform,1,0.9889986098300065,0.01692422189040333,5.507991358715933,1
2,0.99,0,uniform,2,0.670722190928652,0.02243106394931581,4.4339138002495915,1
2,0.99,0,uniform,3,0.6765359499286685,0.018198954798558282,3.6181512078949876,1
2,0.99,0,uniform,4,0.5592025731990447,0.016328235192586523,3.1654441636187123,1
2,0.99,0,uniform,5,0.5970602153938489,0.01976073150145563,2.680493314418686,1
2,0.99,0,uniform,6,0.5903794656799741,0.018253964845993002,2.312038485169556,1
2,0.99,0,gaussian,1,-0.0009823276886278265,0.030504289983224065,5.507991358715933,0
2,0.99,0,gaussian,2,0.06804260949477658,0.04937859089122018,4.4339138002495915,0
2,0.99,0,gaussian,3,0.23087786427666357,0.03467755169700574,3.6181512078949876,0
2,0.99,0,gaussian,4,0.1919569649491928,0.04623353013479912,3.1654441636187123,0
2,0.99,0,gaussian,5,0.276926699383532,0.05678104809448857,2.680493314418686,0
2,0.99,0,gaussian,6,0.3303094028678015,0.05387382721638082,2.312038485169556,0
2,0.99,0,lognormal,1,-0.07578609455479057,0.04553066890446997,5.507991358715933,0
2,0.99,0,lognormal,2,0.026013518913584832,0.08553616986381748,4.4339138002495915,0
2,0.99,0,lognormal,3,0.2235373658097468,0.07067019712750724,3.6181512078949876,0
2,0.99,0,lognormal,4,0.1704972691985347,0.08588203115144735,3.1654441636187123,0
2,0.99,0,lognormal,5,0.2646462593247616,0.11586921897530975,2.680493314418686,0
2,0.99,0,lognormal,6,0.3378258866666486,0.12521959517246192,2.312038485169556,0
2,0.99,1,uniform,1,1.4775822004136812,0.017197308646466587,5.7823246087054985,1
2,0.99,1,uniform,2,1.0370448325846873,0.021074552241172006,4.831954405658909,1
2,0.99,1,uniform,3,0.8493380987434245,0.01790726235327073,4.208533903898457,1
2,0.99,1,uniform,4,0.8488159989229755,0.022654567304683803,3.622974461619613,1
2,0.99,1,uniform,5,0.8034393873829715,0.021679306542008985,3.2277560785916974,1
2,0.99,1,uniform,6,0.7808081461295306,0.017731881283769162,2.881931968918504,1
2,0.99,1,gaussian,1,-0.019730781173620038,0.04599396118183504,5.7823246087054985,0
2,0.99,1,gaussian,2,-0.061681992982739686,0.0389872130894452,4.831954405658909,0
2,0.99,1,gaussian,3,-0.09479805001513952,0.04779389456408317,4.208533903898457,0
2,0.99,1,gaussian,4,-0.0038341316356125255,0.055190105984749716,3.622974461619613,0
2,0.99,1,gaussian,5,0.016616460122131915,0.04258869246947271,3.2277560785916974,0
2,0.99,1,gaussian,6,0.04238072866918996,0.04884683957476399,2.881931968918504,0
2,0.99,1,lognormal,1,-0.07954047244268114,0.0519206121603545,5.7823246087054985,0
2,0.99,1,lognormal,2,-0.09912502725235406,0.06915030470103581,4.831954405658909,0
2,0.99,1,lognormal,3,-0.08742419787172206,0.10647310571131358,4.208533903898457,0
2,0.99,1,lognormal,4,-0.009856888168585876,0.09732049202379028,3.622974461619613,0
2,0.99,1,lognormal,5,0.013685845335791758,0.09196680426874465,3.2277560785916974,0
2,0.99,1,lognormal,6,0.031212318509513892,0.08791116250729382,2.881931968918504,0
2,0.99,2,uniform,1,1.3899581363267668,0.02341932721177604,5.1917756405184825,1
2,0.99,2,uniform,2,0.822004330672252,0.017460410369644946,4.382652568747156,1
2,0.99,2,uniform,3,0.7475833130371048,0.0138225020028048,3.6447956033335607,1
2,0.99,2,uniform,4,0.8494113398013075,0.01616978812462278,2.9670854063542764,1
2,0.99,2,uniform,5,0.6836550810417354,0.01311227982798026,2.68060778068542,1
2,0.99,2,uniform,6,0.6968865700719622,0.01728434253127399,2.299379526388842,1
2,0.99,2,gaussian,1,0.00429588447473872,0.04091979775349009,5.1917756405184825,0
2,0.99,2,gaussian,2,-0.18717763696526823,0.038530040314649995,4.382652568747156,0
2,0.99,2,gaussian,3,-0.13247099852074484,0.04212383589321328,3.6447956033335607,0
2,0.99,2,gaussian,4,0.07094067840691132,0.034916808413248616,2.9670854063542764,0
2,0.99,2,gaussian,5,-0.018986191798100904,0.05181486462318539,2.68060778068542,0
2,0.99,2,gaussian,6,0.03656422866017284,0.03754980231518182,2.299379526388842,0
2,0.99,2,lognormal,1,-0.06904072480753065,0.04721426094926517,5.1917756405184825,0
2,0.99,2,lognormal,2,-0.219099111754538,0.06216588434480174,4.382652568747156,0
2,0.99,2,lognormal,3,-0.1745745916624597,0.08394679701241371,3.6447956033335607,0
2,0.99,2,lognormal,4,0.050326413435614725,0.0867348502186972,2.9670854063542764,0
2,0.99,2,lognormal,5,-0.08538780926146261,0.11010241801315802,2.68060778068542,0
2,0.99,2,lognormal,6,-0.020497949555570383,0.06260233286698623,2.299379526388842,0
2,0.99,3,uniform,1,2.0328921118570404,0.022961626648074163,6.7906909911849285,1
2,0.99,3,uniform,2,1.5290293507114008,0.017467626555879735,5.9127245135782935,1
2,0.99,3,uniform,3,1.6273017980216222,0.018883504637182375,4.995640085159931,1
2,0.99,3,uniform,4,1.5564513588075046,0.022773876989120232,4.487042499638481,1
2,0.99,3,uniform,5,1.5476080712683276,0.026778039224817824,4.0420724542221125,1
2,0.99,3,uniform,6,1.5550382586396139,0.019744885757255182,3.6690045374072064,1
2,0.99,3,gaussian,1,0.015036147281027645,0.03462345269672911,6.7906909911849285,0
2,0.99,3,gaussian,2,-0.12228912781907031,0.03170430629891286,5.9127245135782935,0
2,0.99,3,gaussian,3,0.15118617382247201,0.04577320199111328,4.995640085159931,0
2,0.99,3,gaussian,4,0.15493949193369705,0.047118393140390624,4.487042499638481,0
2,0.99,3,gaussian,5,0.20749506911579996,0.04894683402993306,4.0420724542221125,0
2,0.99,3,gaussian,6,0.26475067648160655,0.046994554296058075,3.6690045374072064,0
2,0.99,3,lognormal,1,-0.6281531602817347,0.07163100821448615,6.7906909911849285,0
2,0.99,3,lognormal,2,-0.6900790181846004,0.09602712139899741,5.9127245135782935,0
2,0.99,3,lognormal,3,-0.4233856649034182,0.08612682390017533,4.995640085159931,0
2,0.99,3,lognormal,4,-0.46658024662793096,0.11063454139865582,4.487042499638481,0
2,0.99,3,lognormal,5,-0.3984899655707972,0.11345997585447343,4.0420724542221125,0
2,0.99,3,lognormal,6,-0.30883522028338106,0.15140385792076086,3.6690045374072064,0
2,0.99,4,uniform,1,1.4875928761877253,0.015344591158007511,5.96368113300469,1
2,0.99,4,uniform,2,0.9922880556907625,0.019650423273950623,5.069786263929395,1
2,0.99,4,uniform,3,1.0115232831095966,0.013844723629131368,4.237035770865105,1
2,0.99,4,uniform,4,1.0515155023559242,0.019217809435745803,3.6153107496989776,1
2,0.99,4,uniform,5,1.0024864625220093,0.018398324472626775,3.2213626478934945,1
2,0.99,4,uniform,6,0.9583066553376631,0.0199346211881523,2.893659308990526,1
2,0.99,4,gaussian,1,0.0013995530145605173,0.03732385921777197,5.96368113300469,0
2,0.99,4,gaussian,2,-0.1187264500661307,0.04989648069167658,5.069786263929395,0
2,0.99,4,gaussian,3,0.061215288506208054,0.044782893144298,4.237035770865105,0
2,0.99,4,gaussian,4,0.1904894945269282,0.040500430162184756,3.6153107496989776,0
2,0.99,4,gaussian,5,0.221138713634502,0.04081560673643858,3.2213626478934945,0
2,0.99,4,gaussian,6,0.19039417093511268,0.04198382402332115,2.893659308990526,0
2,0.99,4,lognormal,1,-0.20267177974108197,0.041263964713091544,5.96368113300469,0
2,0.99,4,lognormal,2,-0.276690653912139,0.07981118390363785,5.069786263929395,0
2,0.99,4,lognormal,3,-0.04266465681326714,0.12369649051150852,4.237035770865105,0
2,0.99,4,lognormal,4,0.03701611773347713,0.07651694342607752,3.6153107496989776,0
2,0.99,4,lognormal,5,0.09201601927396608,0.10144564881404936,3.2213626478934945,0
2,0.99,4,lognormal,6,0.020805352362640583,0.088477063286422,2.893659308990526,0
2,0.99,5,uniform,1,1.7604026104383248,0.019499380738081187,6.164048739250403,1
2,0.99,5,uniform,2,1.1628552753305872,0.017528095942351198,5.373171861764415,1
2,0.99,5,uniform,3,1.0220075109802158,0.018617637553911794,4.70612603962494,1
2,0.99,5,uniform,4,1.1098042800826535,0.020357505860762973,4.040926638144462,1
2,0.99,5,uniform,5,1.2592749924127977,0.020230845418456548,3.446793638384767,1
2,0.99,5,uniform,6,1.267364601680498,0.025511963753442096,3.0652668504048437,1
2,0.99,5,gaussian,1,0.011036067502600666,0.035026670217162055,6.164048739250403,0
2,0.99,5,gaussian,2,-0.23198473398812336,0.044824917763452876,5.373171861764415,0
2,0.99,5,gaussian,3,-0.21969435486658195,0.04470101360672589,4.70612603962494,0
2,0.99,5,gaussian,4,-0.0022199250771048895,0.04664852279658065,4.040926638144462,0
2,0.99,5,gaussian,5,0.18152208188177976,0.051841031487863454,3.446793638384767,0
2,0.99,5,gaussian,6,0.23148780647678313,0.05462411554090295,3.0652668504048437,0
2,0.99,5,lognormal,1,-0.37686427993407445,0.05469890026246915,6.164048739250403,0
2,0.99,5,lognormal,2,-0.5582842921857312,0.08494185087686074,5.373171861764415,0
2,0.99,5,lognormal,3,-0.5526049916003224,0.08273987475187325,4.70612603962494,0
2,0.99,5,lognormal,4,-0.28538624164441107,0.12695104610618554,4.040926638144462,0
2,0.99,5,lognormal,5,-0.13251274220740283,0.10382708885050874,3.446793638384767,0
2,0.99,5,lognormal,6,-0.07598426416915771,0.09719399853357218,3.0652668504048437,0
2,0.99,6,uniform,1,1.2412209245809276,0.019810093068901833,5.769025504703269,1
2,0.99,6,uniform,2,0.8540825564577563,0.025082712611573178,4.767584637702519,1
2,0.99,6,uniform,3,0.7777645925173431,0.0241804399134373,4.037283124942701,1
2,0.99,6,uniform,4,0.7403997433962304,0.0174582729616582,3.4969336561131548,1
2,0.99,6,uniform,5,0.7004989523595611,0.02254681941677542,3.083201233444311,1
2,0.99,6,uniform,6,0.7378281787999725,0.0170794073554913,2.6811135473640624,1
2,0.99,6,gaussian,1,0.0031463433434471,0.035867250992003955,5.769025504703269,0
2,0.99,6,gaussian,2,-0.009983856747606268,0.05028055089717663,4.767584637702519,0
2,0.99,6,gaussian,3,0.07688218765610078,0.033282567543402655,4.037283124942701,0
2,0.99,6,gaussian,4,0.12816977600381918,0.06475611369418152,3.4969336561131548,0
2,0.99,6,gaussian,5,0.15844738121235524,0.03927959610185207,3.083201233444311,0
2,0.99,6,gaussian,6,0.23126812934914254,0.04468119406902985,2.6811135473640624,0
2,0.99,6,lognormal,1,-0.11776448761967107,0.053496217810363095,5.769025504703269,0
2,0.99,6,lognormal,2,-0.08827639179837288,0.07160829289448714,4.767584637702519,0
2,0.99,6,lognormal,3,0.02150938975974359,0.09585442004381507,4.037283124942701,0
2,0.99,6,lognormal,4,0.06431321564304326,0.11868896192884902,3.4969336561131548,0
2,0.99,6,lognormal,5,0.07489332455196074,0.09171093132604845,3.083201233444311,0
2,0.99,6,lognormal,6,0.13658048678918,0.08393301405222076,2.6811135473640624,0
2,0.99,7,uniform,1,1.0472488653928167,0.019200964294538946,5.463939593877105,1
2,0.99,7,uniform,2,0.7292419566950405,0.0172736310949357,4.382548647045488,1
2,0.99,7,uniform,3,0.5111732889029321,0.015042286364868556,3.794662852257061,1
2,0.99,7,uniform,4,0.5994115126868569,0.020833278647864214,3.128415425385301,1
2,0.99,7,uniform,5,0.5340986751063581,0.022856179976507802,2.7394855138932757,1
2,0.99,7,uniform,6,0.5470644177455455,0.024333767387257683,2.359196900718567,1
2,0.99,7,gaussian,1,-0.011308901899255375,0.030610258089797688,5.463939593877105,0
2,0.99,7,gaussian,2,0.06378438314106027,0.03266743138885737,4.382548647045488,0
2,0.99,7,gaussian,3,-0.0003733335005318139,0.04825197991976092,3.794662852257061,0
2,0.99,7,gaussian,4,0.17056428598197826,0.049229670301730984,3.128415425385301,0
2,0.99,7,gaussian,5,0.18122320915049528,0.03568414583415999,2.7394855138932757,0
2,0.99,7,gaussian,6,0.23422130760630333,0.05648434305062683,2.359196900718567,0
2,0.99,7,lognormal,1,-0.0412997516585909,0.057349431552562134,5.463939593877105,0
2,0.99,7,lognormal,2,0.06493735380902343,0.044964789147182126,4.382548647045488,0
2,0.99,7,lognormal,3,0.043673137243692484,0.08022869138067025,3.794662852257061,0
2,0.99,7,lognormal,4,0.1600330337665672,0.05517441941310898,3.128415425385301,0
2,0.99,7,lognormal,5,0.20394583757720142,0.09300943060022203,2.7394855138932757,0
2,0.99,7,lognormal,6,0.2412164980710063,0.12868590513060985,2.359196900718567,0
2,0.99,8,uniform,1,1.6302328660518652,0.021897372116189622,5.912410344847956,1
2,0.99,8,uniform,2,1.2046801304433012,0.01692592928637404,4.956092995091194,1
2,0.99,8,uniform,3,1.1472688440973267,0.019037205625830993,4.203805190639138,1
2,0.99,8,uniform,4,1.1590646334416679,0.019584804436445936,3.6110071340894265,1
2,0.99,8,uniform,5,1.163019048059148,0.01915259124142472,3.1567948961855405,1
2,0.99,8,uniform,6,1.133564103739189,0.01696104669303843,2.8198068848223,1
2,0.99,8,gaussian,1,0.00789473837856658,0.03686735607204808,5.912410344847956,0
2,0.99,8,gaussian,2,-0.0675240170445024,0.03999917207396513,4.956092995091194,0
2,0.99,8,gaussian,3,0.03631377622036602,0.04169087565275668,4.203805190639138,0
2,0.99,8,gaussian,4,0.14323501765127622,0.03908499543432259,3.6110071340894265,0
2,0.99,8,gaussian,5,0.21823927040209012,0.0513210621016581,3.1567948961855405,0
2,0.99,8,gaussian,6,0.2223704818310046,0.05208116125523196,2.8198068848223,0
2,0.99,8,lognormal,1,-0.37658513453176656,0.05301662343795732,5.912410344847956,0
2,0.99,8,lognormal,2,-0.4147460617351548,0.06573976066036441,4.956092995091194,0
2,0.99,8,lognormal,3,-0.2753298032864131,0.08665821011571995,4.203805190639138,0
2,0.99,8,lognormal,4,-0.20885827535428803,0.08772490786746165,3.6110071340894265,0
2,0.99,8,lognormal,5,-0.1278831785928065,0.09509727901794529,3.1567948961855405,0
2,0.99,8,lognormal,6,-0.10089715928487886,0.12710241176719964,2.8198068848223,0
2,0.99,9,uniform,1,1.484940432214887,0.015000293706141993,6.818844826517124,1
2,0.99,9,uniform,2,1.0450537561294242,0.01445932701916376,5.873425505767457,1
2,0.99,9,uniform,3,0.9437063315364504,0.021939059505184186,5.155768043298137,1
2,0.99,9,uniform,4,1.016412353177527,0.022904573204211052,4.5062404680454895,1
2,0.99,9,uniform,5,1.0171100388664343,0.017144599162244097,4.063842066783701,1
2,0.99,9,uniform,6,0.9777584583842631,0.018822885708555413,3.7272723644848225,1
2,0.99,9,gaussian,1,0.004278077615390785,0.024003910202885337,6.818844826517124,0
2,0.99,9,gaussian,2,-0.05574849583305852,0.031623970427642575,5.873425505767457,0
2,0.99,9,gaussian,3,-0.008677359365456994,0.03937541466222815,5.155768043298137,0
2,0.99,9,gaussian,4,0.17935777759616744,0.034800127985984815,4.5062404680454895,0
2,0.99,9,gaussian,5,0.21657697022107936,0.05157294472465832,4.063842066783701,0
2,0.99,9,gaussian,6,0.2381138748685161,0.056304180137222666,3.7272723644848225,0
2,0.99,9,lognormal,1,-0.3813121430732904,0.06374880438410685,6.818844826517124,0
2,0.99,9,lognormal,2,-0.3714863340315686,0.08194574617019793,5.873425505767457,0
2,0.99,9,lognormal,3,-0.2960423413472135,0.10156555176167577,5.155768043298137,0
2,0.99,9,lognormal,4,-0.0967869306747966,0.1242696070160051,4.5062404680454895,0
2,0.99,9,lognormal,5,-0.07503131909229221,0.11241084775261044,4.063842066783701,0
2,0.99,9,lognormal,6,-0.04427531218921521,0.11046939370149644,3.7272723644848225,0
3,0.9,0,uniform,1,1.0467950214264894,0.01725413017276268,6.225110092230772,1
3,0.9,0,uniform,2,0.6501784890322346,0.019620261667075808,5.233023578208932,1
3,0.9,0,uniform,3,0.5876124804806899,0.019737085493532834,4.481879925295718,1
3,0.9,0,uniform,4,0.5750287461989254,0.021181571271316653,3.9197291116208595,1
3,0.9,0,uniform,5,0.5466979955567561,0.01663989272472336,3.495213552564814,1
3,0.9,0,uniform,6,0.5105108322550969,0.018519801857325133,3.1639646686799687,1
3,0.9,0,gaussian,1,-0.0009871720998821942,0.03187417064632933,6.225110092230772,0
3,0.9,0,gaussian,2,-0.017731506858265966,0.030734157754043624,5.233023578208932,0
3,0.9,0,gaussian,3,0.08344175279428523,0.0546912339815169,4.481879925295718,0
3,0.9,0,gaussian,4,0.1676777437554655,0.04234574375877218,3.9197291116208595,0
3,0.9,0,gaussian,5,0.1996402118227314,0.05493443866334644,3.495213552564814,0
3,0.9,0,gaussian,6,0.20419437238011584,0.0479326187675116,3.1639646686799687,0
3,0.9,0,lognormal,1,-0.0017711902298271909,0.04090276739874869,6.225110092230772,0
3,0.9,0,lognormal,2,0.0017733052315085374,0.05755918616963831,5.233023578208932,0
3,0.9,0,lognormal,3,0.11249162935083135,0.08078207622112721,4.481879925295718,0
3,0.9,0,lognormal,4,0.2078292581113006,0.06823385250127784,3.9197291116208595,0
3,0.9,0,lognormal,5,0.23361048592668432,0.10995929980177493,3.495213552564814,0
3,0.9,0,lognormal,6,0.2436426081443841,0.11041885007360448,3.1639646686799687,0
3,0.9,1,uniform,1,1.2963673421859552,0.022080552929514715,6.679564542504427,1
3,0.9,1,uniform,2,0.8833819927509978,0.02023970058977173,5.714695441191604,1
3,0.9,1,uniform,3,0.7163357243852655,0.014377795771349596,5.067438921634633,1
3,0.9,1,uniform,4,0.7447114950363272,0.02079213443037643,4.466014555569866,1
3,0.9,1,uniform,5,0.7052343227836095,0.012429339970412446,4.053804923146365,1
3,0.9,1,uniform,6,0.741330466601112,0.01735788013662418,3.6442020179023187,1
3,0.9,1,gaussian,1,0.004035022455213699,0.048647171271197436,6.679564542504427,0
3,0.9,1,gaussian,2,-0.03407642228404484,0.03694130514291417,5.714695441191604,0
3,0.9,1,gaussian,3,-0.07002627441795006,0.0412926915872906,5.067438921634633,0
3,0.9,1,gaussian,4,0.061745268973093737,0.04991916992367504,4.466014555569866,0
3,0.9,1,gaussian,5,0.07409028303721676,0.044535907205721495,4.053804923146365,0
3,0.9,1,gaussian,6,0.16892142717341674,0.05125238498144665,3.6442020179023187,0
3,0.9,1,lognormal,1,-0.17590349485941648,0.07138968516443174,6.679564542504427,0
3,0.9,1,lognormal,2,-0.19529343927369158,0.05957283684980295,5.714695441191604,0
3,0.9,1,lognormal,3,-0.21491857285315064,0.10582302047915487,5.067438921634633,0
3,0.9,1,lognormal,4,-0.06912009682661857,0.12403232922329377,4.466014555569866,0
3,0.9,1,lognormal,5,-0.04599996171881404,0.10578441926019512,4.053804923146365,0
3,0.9,1,lognormal,6,0.004788798964940444,0.10164647021740698,3.6442020179023187,0
3,0.9,2,uniform,1,1.3720446698261712,0.02159647005707898,6.323437531562578,1
3,0.9,2,uniform,2,0.9581810650952285,0.019776480409251278,5.354967015150714,1
3,0.9,2,uniform,3,0.8712638234898993,0.017475053491552497,4.623496503268151,1
3,0.9,2,uniform,4,0.7185458811763841,0.022448602149247085,4.201789165919129,1
3,0.9,2,uniform,5,0.7860167626981749,0.016881518348412176,3.679100062907506,1
3,0.9,2,uniform,6,0.7284736393001974,0.016290623996399006,3.369483977926078,1
3,0.9,2,gaussian,1,-0.005987158381480562,0.027784461982641277,6.323437531562578,0
3,0.9,2,gaussian,2,-0.037845117035823606,0.032307537442574204,5.354967015150714,0
3,0.9,2,gaussian,3,0.05020815236284548,0.04912527209043431,4.623496503268151,0
3,0.9,2,gaussian,4,-0.03498681690599348,0.048446050280896,4.201789165919129,0
3,0.9,2,gaussian,5,0.11020414994557992,0.049269034651347535,3.679100062907506,0
3,0.9,2,gaussian,6,0.11591818926393538,0.05243473806438616,3.369483977926078,0
3,0.9,2,lognormal,1,-0.25864309225950954,0.05144446867811902,6.323437531562578,0
3,0.9,2,lognormal,2,-0.2572165211709132,0.07825726579537262,5.354967015150714,0
3,0.9,2,lognormal,3,-0.10307889322885178,0.08685821343204829,4.623496503268151,0
3,0.9,2,lognormal,4,-0.24943104696955443,0.11960977783728768,4.201789165919129,0
3,0.9,2,lognormal,5,-0.07850968980667128,0.10152562987665165,3.679100062907506,0
3,0.9,2,lognormal,6,-0.07684292994234454,0.11330359167259466,3.369483977926078,0
3,0.9,3,uniform,1,1.2180674629420833,0.01718516087495223,6.259883813907388,1
3,0.9,3,uniform,2,0.6984580718242652,0.019483315986967446,5.386827621356631,1
3,0.9,3,uniform,3,0.7505729592858312,0.022499754926983417,4.524525276685164,1
3,0.9,3,uniform,4,0.7945416112816366,0.023351775791012448,3.905908991392997,1
3,0.9,3,uniform,5,0.7331807679769184,0.013986506068882949,3.5243082964529933,1
3,0.9,3,uniform,6,0.7429954579045273,0.02027101922060355,3.143364966685778,1
3,0.9,3,gaussian,1,0.0034430570770318525,0.025945802190903332,6.259883813907388,0
3,0.9,3,gaussian,2,-0.13507383791686056,0.0318512820066899,5.386827621356631,0
3,0.9,3,gaussian,3,0.06013748353366122,0.04574285251697603,4.524525276685164,0
3,0.9,3,gaussian,4,0.1953091126432014,0.03308976415605362,3.905908991392997,0
3,0.9,3,gaussian,5,0.19631752162503924,0.04452864194477797,3.5243082964529933,0
3,0.9,3,gaussian,6,0.24771346228095936,0.046084104145404765,3.143364966685778,0
3,0.9,3,lognormal,1,-0.18682175361750986,0.03935411920500623,6.259883813907388,0
3,0.9,3,lognormal,2,-0.289360849044642,0.06352352940265105,5.386827621356631,0
3,0.9,3,lognormal,3,-0.10085345139631663,0.06692212076560664,4.524525276685164,0
3,0.9,3,lognormal,4,0.04035228325672513,0.060769333476196875,3.905908991392997,0
3,0.9,3,lognormal,5,0.08183761837505577,0.07950672243402261,3.5243082964529933,0
3,0.9,3,lognormal,6,0.060541325504881005,0.09914287637971118,3.143364966685778,0
3,0.9,4,uniform,1,1.266143376629615,0.021198625687469087,6.7843021675225,1
3,0.9,4,uniform,2,0.9220958459114499,0.01532374004054155,5.746243450749889,1
3,0.9,4,uniform,3,0.9200989045571735,0.018984220760155573,4.928362429431004,1
3,0.9,4,uniform,4,0.8308101028307107,0.015302345155331123,4.436410806955476,1
3,0.9,4,uniform,5,0.8563913983085891,0.01803710458275519,3.968144424316705,1
3,0.9,4,uniform,6,0.8275534609299404,0.017310321268526017,3.6346342813813326,1
3,0.9,4,gaussian,1,-0.006384064611126838,0.02254433798310825,6.7843021675225,0
3,0.9,4,gaussian,2,0.015906803799959235,0.04400044606640375,5.746243450749889,0
3,0.9,4,gaussian,3,0.1918209235765449,0.0475678362404077,4.928362429431004,0
3,0.9,4,gaussian,4,0.19959892358712583,0.062211538301487714,4.436410806955476,0
3,0.9,4,gaussian,5,0.2648090234766469,0.050293457222074,3.968144424316705,0
3,0.9,4,gaussian,6,0.28800276497205557,0.05046517808863093,3.6346342813813326,0
3,0.9,4,lognormal,1,-0.16262411261099619,0.044639786624027754,6.7843021675225,0
3,0.9,4,lognormal,2,-0.10018378827912855,0.10113030961650449,5.746243450749889,0
3,0.9,4,lognormal,3,0.0888182461634015,0.1825639583716427,4.928362429431004,0
3,0.9,4,lognormal,4,0.12362041156302883,0.14036902583389146,4.436410806955476,0
3,0.9,4,lognormal,5,0.17036646878361772,0.1381126949988434,3.968144424316705,0
3,0.9,4,lognormal,6,0.2007192825961308,0.10378656214880444,3.6346342813813326,0
3,0.9,5,uniform,1,1.2656439175540761,0.01742998291626129,6.6080590410199935,1
3,0.9,5,uniform,2,0.9030611368838466,0.01800818888809479,5.586554810180824,1
3,0.9,5,uniform,3,0.8770326887509521,0.0233975359507626,4.8014392480772,1
3,0.9,5,uniform,4,0.774423734671271,0.011907669656223049,4.313251011201836,1
3,0.9,5,uniform,5,0.6874493766678382,0.01814060115828831,3.9619510627776,1
3,0.9,5,uniform,6,0.6491545466014981,0.019858828248997,3.6368214598505015,1
3,0.9,5,gaussian,1,-0.0032232772902931472,0.033529379453615456,6.6080590410199935,0
3,0.9,5,gaussian,2,0.016130324309670208,0.03982678787131004,5.586554810180824,0
3,0.9,5,gaussian,3,0.14614955512035266,0.03491225408665171,4.8014392480772,0
3,0.9,5,gaussian,4,0.1570719219829897,0.05143069825410818,4.313251011201836,0
3,0.9,5,gaussian,5,0.10636956729526847,0.04020406809986342,3.9619510627776,0
3,0.9,5,gaussian,6,0.10294902880739576,0.059659386612929494,3.6368214598505015,0
3,0.9,5,lognormal,1,-0.23314936870197123,0.045525439395356686,6.6080590410199935,0
3,0.9,5,lognormal,2,-0.13116411549386697,0.07279594126126349,5.586554810180824,0
