Condition,Persistent,Skewed,Smoothed,Replication,True_k,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k,ARI_at_True_k
-K-,0,1,0,5,3,GMM,BIC,8,0,5,0.10316347128900946,0.1462785775526337
-K-,0,1,0,5,3,GMM,AIC,11,0,8,0.07622635291815329,0.1462785775526337
-K-,0,1,0,5,3,GMM,ICL,6,0,3,0.13048648602012977,0.1462785775526337
-K-,0,1,0,5,3,GMM,BIC_Neff,11,0,8,0.07622635291815329,0.1462785775526337
-K-,0,1,0,5,3,HMM,BIC,5,0,2,0.1057899013655087,0.14863750789766875
-K-,0,1,0,5,3,HMM,AIC,6,0,3,0.09053524635047491,0.14863750789766875
-K-,0,1,0,5,3,HMM,ICL,3,1,0,0.14863750789766875,0.14863750789766875
-K-,0,1,0,5,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09406912466133244
-K-,0,1,0,5,3,K-Means,Prediction Strength,1,0,-2,0.0,0.09406912466133244
-K-,0,1,0,6,3,K-Means,Silhouette,2,0,-1,0.04964322276948315,0.10034924200790518
-K-,0,1,0,6,3,K-Means,Davies-Bouldin,8,0,5,0.12549755676671107,0.10034924200790518
-K-,0,1,0,6,3,K-Means,Calinski-Harabasz,12,0,9,0.08434869883553495,0.10034924200790518
-K-,0,1,0,6,3,GMM,BIC,10,0,7,0.08581517189598219,0.16143855624956444
-K-,0,1,0,6,3,GMM,AIC,12,0,9,0.0788514716107178,0.16143855624956444
-K-,0,1,0,6,3,GMM,ICL,7,0,4,0.12779080539949528,0.16143855624956444
-K-,0,1,0,6,3,GMM,BIC_Neff,10,0,7,0.08581517189598219,0.16143855624956444
-K-,0,1,0,6,3,HMM,BIC,4,0,1,0.11491224605428807,0.1514238124234113
-K-,0,1,0,6,3,HMM,AIC,8,0,5,0.09030537125743082,0.1514238124234113
-K-,0,1,0,6,3,HMM,ICL,2,0,-1,0.14271007567015326,0.1514238124234113
-K-,0,1,0,6,3,K-Means,Gap (uniform),1,0,-2,0.0,0.10034924200790518
-K-,0,1,0,6,3,K-Means,Prediction Strength,1,0,-2,0.0,0.10034924200790518
-K-,0,1,0,7,3,K-Means,Silhouette,2,0,-1,0.04646038533757991,0.07941160063018986
-K-,0,1,0,7,3,K-Means,Davies-Bouldin,10,0,7,0.09920549276812904,0.07941160063018986
-K-,0,1,0,7,3,K-Means,Calinski-Harabasz,12,0,9,0.07440579911157921,0.07941160063018986
-K-,0,1,0,7,3,GMM,BIC,8,0,5,0.09872856324984046,0.13753022165244425
-K-,0,1,0,7,3,GMM,AIC,12,0,9,0.07439842234519169,0.13753022165244425
-K-,0,1,0,7,3,GMM,ICL,6,0,3,0.12556245112643669,0.13753022165244425
-K-,0,1,0,7,3,GMM,BIC_Neff,12,0,9,0.07439842234519169,0.13753022165244425
-K-,0,1,0,7,3,HMM,BIC,4,0,1,0.13472465999498762,0.1434530705934938
-K-,0,1,0,7,3,HMM,AIC,6,0,3,0.10741508526407813,0.1434530705934938
-K-,0,1,0,7,3,HMM,ICL,2,0,-1,0.1285261933647693,0.1434530705934938
-K-,0,1,0,7,3,K-Means,Gap (uniform),1,0,-2,0.0,0.07941160063018986
-K-,0,1,0,7,3,K-Means,Prediction Strength,5,0,2,0.1283182865640281,0.07941160063018986
-K-,0,1,0,8,3,K-Means,Silhouette,2,0,-1,0.05368679087864615,0.08448527409053064
-K-,0,1,0,8,3,K-Means,Davies-Bouldin,12,0,9,0.07649741507661265,0.08448527409053064
-K-,0,1,0,8,3,K-Means,Calinski-Harabasz,12,0,9,0.07649741507661265,0.08448527409053064
-K-,0,1,0,8,3,GMM,BIC,8,0,5,0.08613376751162055,0.1018078681225309
-K-,0,1,0,8,3,GMM,AIC,10,0,7,0.07689981067684255,0.1018078681225309
-K-,0,1,0,8,3,GMM,ICL,11,0,8,0.07502317205496463,0.1018078681225309
-K-,0,1,0,8,3,GMM,BIC_Neff,10,0,7,0.07689981067684255,0.1018078681225309
-K-,0,1,0,8,3,HMM,BIC,5,0,2,0.09166212195910985,0.12258618658448463
-K-,0,1,0,8,3,HMM,AIC,5,0,2,0.09166212195910985,0.12258618658448463
-K-,0,1,0,8,3,HMM,ICL,2,0,-1,0.11623239279052143,0.12258618658448463
-K-,0,1,0,8,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08448527409053064
-K-,0,1,0,8,3,K-Means,Prediction Strength,4,0,1,0.09541885800861086,0.08448527409053064
-K-,0,1,0,9,3,K-Means,Silhouette,2,0,-1,0.030011640208438124,0.07523545111520599
-K-,0,1,0,9,3,K-Means,Davies-Bouldin,11,0,8,0.0903303816378875,0.07523545111520599
-K-,0,1,0,9,3,K-Means,Calinski-Harabasz,12,0,9,0.08303333454864742,0.07523545111520599
-K-,0,1,0,9,3,GMM,BIC,10,0,7,0.09047347458455779,0.1314040248331248
-K-,0,1,0,9,3,GMM,AIC,12,0,9,0.06952083625901312,0.1314040248331248
-K-,0,1,0,9,3,GMM,ICL,7,0,4,0.11019894005628333,0.1314040248331248
-K-,0,1,0,9,3,GMM,BIC_Neff,12,0,9,0.06952083625901312,0.1314040248331248
-K-,0,1,0,9,3,HMM,BIC,4,0,1,0.11495748344546661,0.11953272965750497
-K-,0,1,0,9,3,HMM,AIC,6,0,3,0.10445766697688856,0.11953272965750497
-K-,0,1,0,9,3,HMM,ICL,3,1,0,0.11953272965750497,0.11953272965750497
-K-,0,1,0,9,3,K-Means,Gap (uniform),1,0,-2,0.0,0.07523545111520599
-K-,0,1,0,9,3,K-Means,Prediction Strength,1,0,-2,0.0,0.07523545111520599
-K-,0,1,0,10,3,K-Means,Silhouette,2,0,-1,0.03733743908024203,0.0951649556125594
-K-,0,1,0,10,3,K-Means,Davies-Bouldin,9,0,6,0.0940168583267706,0.0951649556125594
-K-,0,1,0,10,3,K-Means,Calinski-Harabasz,12,0,9,0.06584265326055037,0.0951649556125594
-K-,0,1,0,10,3,GMM,BIC,8,0,5,0.08638918585979093,0.12997265052029458
-K-,0,1,0,10,3,GMM,AIC,11,0,8,0.06644987612301378,0.12997265052029458
-K-,0,1,0,10,3,GMM,ICL,7,0,4,0.0947919767243604,0.12997265052029458
-K-,0,1,0,10,3,GMM,BIC_Neff,11,0,8,0.06644987612301378,0.12997265052029458
-K-,0,1,0,10,3,HMM,BIC,4,0,1,0.11859728664569993,0.12698851886902904
-K-,0,1,0,10,3,HMM,AIC,6,0,3,0.09441043011911227,0.12698851886902904
-K-,0,1,0,10,3,HMM,ICL,2,0,-1,0.11162580735769355,0.12698851886902904
-K-,0,1,0,10,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0951649556125594
-K-,0,1,0,10,3,K-Means,Prediction Strength,2,0,-1,0.03733743908024203,0.0951649556125594
-K-,0,1,0,11,3,K-Means,Silhouette,2,0,-1,0.053292024501202566,0.09313136510213806
-K-,0,1,0,11,3,K-Means,Davies-Bouldin,9,0,6,0.10084835870368983,0.09313136510213806
-K-,0,1,0,11,3,K-Means,Calinski-Harabasz,12,0,9,0.08648759992460774,0.09313136510213806
-K-,0,1,0,11,3,GMM,BIC,10,0,7,0.07991770999370099,0.13048871523523853
-K-,0,1,0,11,3,GMM,AIC,12,0,9,0.0658404091352287,0.13048871523523853
-K-,0,1,0,11,3,GMM,ICL,8,0,5,0.10430676792790274,0.13048871523523853
-K-,0,1,0,11,3,GMM,BIC_Neff,12,0,9,0.0658404091352287,0.13048871523523853
-K-,0,1,0,11,3,HMM,BIC,4,0,1,0.10800356271339805,0.11689958537142393
-K-,0,1,0,11,3,HMM,AIC,5,0,2,0.09858191777651278,0.11689958537142393
-K-,0,1,0,11,3,HMM,ICL,2,0,-1,0.11367811236997749,0.11689958537142393
-K-,0,1,0,11,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09313136510213806
-K-,0,1,0,11,3,K-Means,Prediction Strength,4,0,1,0.11822458010259115,0.09313136510213806
-K-,0,1,0,12,3,K-Means,Silhouette,2,0,-1,0.028954757911905438,0.0724048867544791
-K-,0,1,0,12,3,K-Means,Davies-Bouldin,6,0,3,0.10943054692996605,0.0724048867544791
-K-,0,1,0,12,3,K-Means,Calinski-Harabasz,12,0,9,0.06431221149498106,0.0724048867544791
-K-,0,1,0,12,3,GMM,BIC,11,0,8,0.06575619162453707,0.1135631664418142
-K-,0,1,0,12,3,GMM,AIC,11,0,8,0.06575619162453707,0.1135631664418142
-K-,0,1,0,12,3,GMM,ICL,6,0,3,0.10520874008508484,0.1135631664418142
-K-,0,1,0,12,3,GMM,BIC_Neff,11,0,8,0.06575619162453707,0.1135631664418142
-K-,0,1,0,12,3,HMM,BIC,4,0,1,0.09386606179526123,0.12281880831561788
-K-,0,1,0,12,3,HMM,AIC,7,0,4,0.06761370664694254,0.12281880831561788
-K-,0,1,0,12,3,HMM,ICL,2,0,-1,0.09823158402731853,0.12281880831561788
-K-,0,1,0,12,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0724048867544791
-K-,0,1,0,12,3,K-Means,Prediction Strength,3,1,0,0.0724048867544791,0.0724048867544791
-K-,0,1,0,13,3,K-Means,Silhouette,2,0,-1,0.05242170199907386,0.09960268193233558
-K-,0,1,0,13,3,K-Means,Davies-Bouldin,12,0,9,0.0965004587909231,0.09960268193233558
-K-,0,1,0,13,3,K-Means,Calinski-Harabasz,12,0,9,0.0965004587909231,0.09960268193233558
-K-,0,1,0,13,3,GMM,BIC,11,0,8,0.0768563384765159,0.14552575782287094
-K-,0,1,0,13,3,GMM,AIC,11,0,8,0.0768563384765159,0.14552575782287094
-K-,0,1,0,13,3,GMM,ICL,10,0,7,0.09665259521339549,0.14552575782287094
-K-,0,1,0,13,3,GMM,BIC_Neff,11,0,8,0.0768563384765159,0.14552575782287094
-K-,0,1,0,13,3,HMM,BIC,4,0,1,0.11467393186586163,0.12567282745825187
-K-,0,1,0,13,3,HMM,AIC,7,0,4,0.08990910431882984,0.12567282745825187
-K-,0,1,0,13,3,HMM,ICL,2,0,-1,0.12493730073022076,0.12567282745825187
-K-,0,1,0,13,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09960268193233558
-K-,0,1,0,13,3,K-Means,Prediction Strength,5,0,2,0.13866259711981882,0.09960268193233558
-K-,0,1,0,14,3,K-Means,Silhouette,2,0,-1,0.04479136255526071,0.08172485687985404
-K-,0,1,0,14,3,K-Means,Davies-Bouldin,12,0,9,0.07274698926250665,0.08172485687985404
-K-,0,1,0,14,3,K-Means,Calinski-Harabasz,12,0,9,0.07274698926250665,0.08172485687985404
-K-,0,1,0,14,3,GMM,BIC,8,0,5,0.07569650887099151,0.11524689426286064
-K-,0,1,0,14,3,GMM,AIC,11,0,8,0.06735786151225606,0.11524689426286064
-K-,0,1,0,14,3,GMM,ICL,2,0,-1,0.10161415570456846,0.11524689426286064
-K-,0,1,0,14,3,GMM,BIC_Neff,8,0,5,0.07569650887099151,0.11524689426286064
-K-,0,1,0,14,3,HMM,BIC,4,0,1,0.10920551750339648,0.1237602902465948
-K-,0,1,0,14,3,HMM,AIC,7,0,4,0.06845326495859089,0.1237602902465948
-K-,0,1,0,14,3,HMM,ICL,2,0,-1,0.10927295437651928,0.1237602902465948
-K-,0,1,0,14,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08172485687985404
-K-,0,1,0,14,3,K-Means,Prediction Strength,4,0,1,0.09611187484266398,0.08172485687985404
-K-,0,1,0,15,3,K-Means,Silhouette,2,0,-1,0.049204823196891366,0.09942080251883949
-K-,0,1,0,15,3,K-Means,Davies-Bouldin,9,0,6,0.10565760683591596,0.09942080251883949
-K-,0,1,0,15,3,K-Means,Calinski-Harabasz,12,0,9,0.0914447789050196,0.09942080251883949
-K-,0,1,0,15,3,GMM,BIC,8,0,5,0.09833910281505089,0.13880393423664958
-K-,0,1,0,15,3,GMM,AIC,12,0,9,0.07311228778438537,0.13880393423664958
-K-,0,1,0,15,3,GMM,ICL,8,0,5,0.09833910281505089,0.13880393423664958
-K-,0,1,0,15,3,GMM,BIC_Neff,8,0,5,0.09833910281505089,0.13880393423664958
-K-,0,1,0,15,3,HMM,BIC,4,0,1,0.11572243655049194,0.12759925172393646
-K-,0,1,0,15,3,HMM,AIC,5,0,2,0.10535017657704099,0.12759925172393646
-K-,0,1,0,15,3,HMM,ICL,2,0,-1,0.13905283317019929,0.12759925172393646
-K-,0,1,0,15,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09942080251883949
-K-,0,1,0,15,3,K-Means,Prediction Strength,6,0,3,0.124806378530794,0.09942080251883949
-K-,0,1,0,16,3,K-Means,Silhouette,2,0,-1,0.05451248408702715,0.0954680194777802
-K-,0,1,0,16,3,K-Means,Davies-Bouldin,7,0,4,0.10733087192630872,0.0954680194777802
-K-,0,1,0,16,3,K-Means,Calinski-Harabasz,12,0,9,0.07612197490286941,0.0954680194777802
-K-,0,1,0,16,3,GMM,BIC,7,0,4,0.09588331796411635,0.12727615845718362
-K-,0,1,0,16,3,GMM,AIC,12,0,9,0.06714075793040354,0.12727615845718362
-K-,0,1,0,16,3,GMM,ICL,6,0,3,0.10736489644992167,0.12727615845718362
-K-,0,1,0,16,3,GMM,BIC_Neff,12,0,9,0.06714075793040354,0.12727615845718362
-K-,0,1,0,16,3,HMM,BIC,4,0,1,0.11680535166080423,0.131054428043796
-K-,0,1,0,16,3,HMM,AIC,6,0,3,0.09988529341975246,0.131054428043796
-K-,0,1,0,16,3,HMM,ICL,2,0,-1,0.13422051728053827,0.131054428043796
-K-,0,1,0,16,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0954680194777802
-K-,0,1,0,16,3,K-Means,Prediction Strength,3,1,0,0.0954680194777802,0.0954680194777802
-K-,0,1,0,17,3,K-Means,Silhouette,2,0,-1,0.050197938730963544,0.08372784320767829
-K-,0,1,0,17,3,K-Means,Davies-Bouldin,7,0,4,0.13155744552315216,0.08372784320767829
-K-,0,1,0,17,3,K-Means,Calinski-Harabasz,12,0,9,0.07883402328302895,0.08372784320767829
-K-,0,1,0,17,3,GMM,BIC,10,0,7,0.07991405832441298,0.11114569012393546
-K-,0,1,0,17,3,GMM,AIC,10,0,7,0.07991405832441298,0.11114569012393546
-K-,0,1,0,17,3,GMM,ICL,10,0,7,0.07991405832441298,0.11114569012393546
-K-,0,1,0,17,3,GMM,BIC_Neff,10,0,7,0.07991405832441298,0.11114569012393546
-K-,0,1,0,17,3,HMM,BIC,5,0,2,0.09350240001710806,0.15290101826306987
-K-,0,1,0,17,3,HMM,AIC,6,0,3,0.09301835167521645,0.15290101826306987
-K-,0,1,0,17,3,HMM,ICL,2,0,-1,0.10910018306128348,0.15290101826306987
-K-,0,1,0,17,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08372784320767829
-K-,0,1,0,17,3,K-Means,Prediction Strength,1,0,-2,0.0,0.08372784320767829
-K-,0,1,0,18,3,K-Means,Silhouette,2,0,-1,0.024221679362815232,0.06954316516959642
-K-,0,1,0,18,3,K-Means,Davies-Bouldin,12,0,9,0.09355801885777262,0.06954316516959642
-K-,0,1,0,18,3,K-Means,Calinski-Harabasz,12,0,9,0.09355801885777262,0.06954316516959642
-K-,0,1,0,18,3,GMM,BIC,9,0,6,0.08128367060862521,0.13751997957077358
-K-,0,1,0,18,3,GMM,AIC,10,0,7,0.07558847055711769,0.13751997957077358
-K-,0,1,0,18,3,GMM,ICL,9,0,6,0.08128367060862521,0.13751997957077358
-K-,0,1,0,18,3,GMM,BIC_Neff,10,0,7,0.07558847055711769,0.13751997957077358
-K-,0,1,0,18,3,HMM,BIC,6,0,3,0.08032140203563416,0.1384373166531756
-K-,0,1,0,18,3,HMM,AIC,6,0,3,0.08032140203563416,0.1384373166531756
-K-,0,1,0,18,3,HMM,ICL,2,0,-1,0.09496219533599698,0.1384373166531756
-K-,0,1,0,18,3,K-Means,Gap (uniform),1,0,-2,0.0,0.06954316516959642
-K-,0,1,0,18,3,K-Means,Prediction Strength,2,0,-1,0.024221679362815232,0.06954316516959642
-K-,0,1,0,19,3,K-Means,Silhouette,2,0,-1,0.032708361696145015,0.08028970301822033
-K-,0,1,0,19,3,K-Means,Davies-Bouldin,10,0,7,0.12476555355712969,0.08028970301822033
-K-,0,1,0,19,3,K-Means,Calinski-Harabasz,12,0,9,0.09916675948489831,0.08028970301822033
-K-,0,1,0,19,3,GMM,BIC,9,0,6,0.09891247619437495,0.15167012722677026
-K-,0,1,0,19,3,GMM,AIC,10,0,7,0.09503818947721812,0.15167012722677026
-K-,0,1,0,19,3,GMM,ICL,11,0,8,0.09093287469013209,0.15167012722677026
-K-,0,1,0,19,3,GMM,BIC_Neff,10,0,7,0.09503818947721812,0.15167012722677026
-K-,0,1,0,19,3,HMM,BIC,5,0,2,0.1238880760576301,0.15298775920608645
-K-,0,1,0,19,3,HMM,AIC,8,0,5,0.08866382619251856,0.15298775920608645
-K-,0,1,0,19,3,HMM,ICL,2,0,-1,0.11217446810120688,0.15298775920608645
-K-,0,1,0,19,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08028970301822033
-K-,0,1,0,19,3,K-Means,Prediction Strength,3,1,0,0.08028970301822033,0.08028970301822033
-K-,0,1,0,20,3,K-Means,Silhouette,2,0,-1,0.047736651184074344,0.09927333072726179
-K-,0,1,0,20,3,K-Means,Davies-Bouldin,11,0,8,0.08714406826129442,0.09927333072726179
-K-,0,1,0,20,3,K-Means,Calinski-Harabasz,12,0,9,0.08648275810220984,0.09927333072726179
-K-,0,1,0,20,3,GMM,BIC,9,0,6,0.09153248027990006,0.141712499995307
-K-,0,1,0,20,3,GMM,AIC,12,0,9,0.07557592926861037,0.141712499995307
-K-,0,1,0,20,3,GMM,ICL,5,0,2,0.1305597824522675,0.141712499995307
-K-,0,1,0,20,3,GMM,BIC_Neff,9,0,6,0.09153248027990006,0.141712499995307
-K-,0,1,0,20,3,HMM,BIC,5,0,2,0.10785849107838473,0.1426878853976376
-K-,0,1,0,20,3,HMM,AIC,5,0,2,0.10785849107838473,0.1426878853976376
-K-,0,1,0,20,3,HMM,ICL,2,0,-1,0.14155648880414767,0.1426878853976376
-K-,0,1,0,20,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09927333072726179
-K-,0,1,0,20,3,K-Means,Prediction Strength,3,1,0,0.09927333072726179,0.09927333072726179
-K-,0,1,0,21,3,K-Means,Silhouette,2,0,-1,0.04523562567749063,0.11472632679642597
-K-,0,1,0,21,3,K-Means,Davies-Bouldin,12,0,9,0.07558669583991547,0.11472632679642597
-K-,0,1,0,21,3,K-Means,Calinski-Harabasz,12,0,9,0.07558669583991547,0.11472632679642597
-K-,0,1,0,21,3,GMM,BIC,11,0,8,0.07819687581789331,0.14971356060432506
-K-,0,1,0,21,3,GMM,AIC,11,0,8,0.07819687581789331,0.14971356060432506
-K-,0,1,0,21,3,GMM,ICL,4,0,1,0.14624658437546845,0.14971356060432506
-K-,0,1,0,21,3,GMM,BIC_Neff,11,0,8,0.07819687581789331,0.14971356060432506
-K-,0,1,0,21,3,HMM,BIC,5,0,2,0.11229846969409825,0.13864628290555864
-K-,0,1,0,21,3,HMM,AIC,5,0,2,0.11229846969409825,0.13864628290555864
-K-,0,1,0,21,3,HMM,ICL,2,0,-1,0.13727855414658544,0.13864628290555864
-K-,0,1,0,21,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11472632679642597
-K-,0,1,0,21,3,K-Means,Prediction Strength,1,0,-2,0.0,0.11472632679642597
-K-,0,1,0,22,3,K-Means,Silhouette,2,0,-1,0.05693009724014925,0.09464882934576895
-K-,0,1,0,22,3,K-Means,Davies-Bouldin,6,0,3,0.11187814160330538,0.09464882934576895
-K-,0,1,0,22,3,K-Means,Calinski-Harabasz,12,0,9,0.07395245506038566,0.09464882934576895
-K-,0,1,0,22,3,GMM,BIC,8,0,5,0.09059270025309396,0.14064727209923225
-K-,0,1,0,22,3,GMM,AIC,12,0,9,0.06599330595514755,0.14064727209923225
-K-,0,1,0,22,3,GMM,ICL,6,0,3,0.1115702346256982,0.14064727209923225
-K-,0,1,0,22,3,GMM,BIC_Neff,9,0,6,0.07995713868508146,0.14064727209923225
-K-,0,1,0,22,3,HMM,BIC,5,0,2,0.09347919098806026,0.12696555581758237
-K-,0,1,0,22,3,HMM,AIC,6,0,3,0.08477835762684442,0.12696555581758237
-K-,0,1,0,22,3,HMM,ICL,2,0,-1,0.1453614557082986,0.12696555581758237
-K-,0,1,0,22,3,K-Means,Gap (uniform),1,0,-2,0.0,0.09464882934576895
-K-,0,1,0,22,3,K-Means,Prediction Strength,2,0,-1,0.05693009724014925,0.09464882934576895
-K-,0,1,0,23,3,K-Means,Silhouette,2,0,-1,0.06653403108120874,0.12643076409132875
-K-,0,1,0,23,3,K-Means,Davies-Bouldin,9,0,6,0.0984092057686212,0.12643076409132875
-K-,0,1,0,23,3,K-Means,Calinski-Harabasz,12,0,9,0.0886085680869766,0.12643076409132875
-K-,0,1,0,23,3,GMM,BIC,6,0,3,0.09929278269961937,0.1445580682728369
-K-,0,1,0,23,3,GMM,AIC,12,0,9,0.0772763964312514,0.1445580682728369
-K-,0,1,0,23,3,GMM,ICL,4,0,1,0.14074825743177216,0.1445580682728369
-K-,0,1,0,23,3,GMM,BIC_Neff,10,0,7,0.08326042703681874,0.1445580682728369
-K-,0,1,0,23,3,HMM,BIC,5,0,2,0.10670343335599816,0.15475198936930704
-K-,0,1,0,23,3,HMM,AIC,7,0,4,0.08983404212512713,0.15475198936930704
-K-,0,1,0,23,3,HMM,ICL,2,0,-1,0.1579161553079916,0.15475198936930704
-K-,0,1,0,23,3,K-Means,Gap (uniform),1,0,-2,0.0,0.12643076409132875
-K-,0,1,0,23,3,K-Means,Prediction Strength,5,0,2,0.14246423190898216,0.12643076409132875
-K-,0,1,0,24,3,K-Means,Silhouette,2,0,-1,0.06270255481670448,0.11823911692892698
-K-,0,1,0,24,3,K-Means,Davies-Bouldin,9,0,6,0.11611251025265494,0.11823911692892698
-K-,0,1,0,24,3,K-Means,Calinski-Harabasz,12,0,9,0.09439952104560675,0.11823911692892698
-K-,0,1,0,24,3,GMM,BIC,6,0,3,0.11609613696848178,0.16857782833426813
-K-,0,1,0,24,3,GMM,AIC,12,0,9,0.07432361563409978,0.16857782833426813
-K-,0,1,0,24,3,GMM,ICL,9,0,6,0.11559153833688066,0.16857782833426813
-K-,0,1,0,24,3,GMM,BIC_Neff,12,0,9,0.07432361563409978,0.16857782833426813
-K-,0,1,0,24,3,HMM,BIC,5,0,2,0.09833293540897291,0.14122054119866706
-K-,0,1,0,24,3,HMM,AIC,8,0,5,0.07744594808275052,0.14122054119866706
-K-,0,1,0,24,3,HMM,ICL,2,0,-1,0.1566850936782104,0.14122054119866706
-K-,0,1,0,24,3,K-Means,Gap (uniform),1,0,-2,0.0,0.11823911692892698
-K-,0,1,0,24,3,K-Means,Prediction Strength,5,0,2,0.1515887055025192,0.11823911692892698
-K-,0,1,0,25,3,K-Means,Silhouette,2,0,-1,0.039524380777993424,0.07501034502518776
-K-,0,1,0,25,3,K-Means,Davies-Bouldin,11,0,8,0.07538115727250705,0.07501034502518776
-K-,0,1,0,25,3,K-Means,Calinski-Harabasz,12,0,9,0.061594683513892294,0.07501034502518776
-K-,0,1,0,25,3,GMM,BIC,9,0,6,0.06613208163782675,0.12237144219621778
-K-,0,1,0,25,3,GMM,AIC,12,0,9,0.057921578461282174,0.12237144219621778
-K-,0,1,0,25,3,GMM,ICL,7,0,4,0.08947047185951247,0.12237144219621778
-K-,0,1,0,25,3,GMM,BIC_Neff,12,0,9,0.057921578461282174,0.12237144219621778
-K-,0,1,0,25,3,HMM,BIC,5,0,2,0.08434824529625756,0.11032335631660553
-K-,0,1,0,25,3,HMM,AIC,5,0,2,0.08434824529625756,0.11032335631660553
-K-,0,1,0,25,3,HMM,ICL,2,0,-1,0.116564182835197,0.11032335631660553
-K-,0,1,0,25,3,K-Means,Gap (uniform),1,0,-2,0.0,0.07501034502518776
-K-,0,1,0,25,3,K-Means,Prediction Strength,6,0,3,0.10110489148071795,0.07501034502518776
-K-,0,1,0,26,3,K-Means,Silhouette,2,0,-1,0.03993633939730119,0.08953054016227495
-K-,0,1,0,26,3,K-Means,Davies-Bouldin,10,0,7,0.09568716102668696,0.08953054016227495
-K-,0,1,0,26,3,K-Means,Calinski-Harabasz,12,0,9,0.07535305331992244,0.08953054016227495
-K-,0,1,0,26,3,GMM,BIC,9,0,6,0.08065574180740856,0.12259608598008583
-K-,0,1,0,26,3,GMM,AIC,9,0,6,0.08065574180740856,0.12259608598008583
-K-,0,1,0,26,3,GMM,ICL,6,0,3,0.11331475356820851,0.12259608598008583
-K-,0,1,0,26,3,GMM,BIC_Neff,9,0,6,0.08065574180740856,0.12259608598008583
-K-,0,1,0,26,3,HMM,BIC,4,0,1,0.10701155393423292,0.1389299726165514
-K-,0,1,0,26,3,HMM,AIC,7,0,4,0.07790843166895942,0.1389299726165514
-K-,0,1,0,26,3,HMM,ICL,2,0,-1,0.11748026011572034,0.1389299726165514
-K-,0,1,0,26,3,K-Means,Gap (uniform),1,0,-2,0.0,0.08953054016227495
-K-,0,1,0,26,3,K-Means,Prediction Strength,3,1,0,0.08953054016227495,0.08953054016227495
-K-,0,1,0,27,3,K-Means,Silhouette,2,0,-1,0.03352949908859452,0.0809426388304003
-K-,0,1,0,27,3,K-Means,Davies-Bouldin,10,0,7,0.1100461114099414,0.0809426388304003
-K-,0,1,0,27,3,K-Means,Calinski-Harabasz,12,0,9,0.08797854675897504,0.0809426388304003
-K-,0,1,0,27,3,GMM,BIC,6,0,3,0.12423756700618492,0.15203672813939023
-K-,0,1,0,27,3,GMM,AIC,12,0,9,0.08092344726766323,0.15203672813939023
-K-,0,1,0,27,3,GMM,ICL,7,0,4,0.11925319656053632,0.15203672813939023
-K-,0,1,0,27,3,GMM,BIC_Neff,12,0,9,0.08092344726766323,0.15203672813939023
-K-,0,1,0,27,3,HMM,BIC,4,0,1,0.13015061611732448,0.14791886331652826
-K-,0,1,0,27,3,HMM,AIC,6,0,3,0.10233026193536293,0.14791886331652826
-K-,0,1,0,27,3,HMM,ICL,3,1,0,0.14791886331652826,0.14791886331652826
-K-,0,1,0,27,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0809426388304003
-K-,0,1,0,27,3,K-Means,Prediction Strength,4,0,1,0.1313738410061292,0.0809426388304003
-K-,0,1,0,28,3,K-Means,Silhouette,2,0,-1,0.04310876914968158,0.06253707170595854
-K-,0,1,0,28,3,K-Means,Davies-Bouldin,8,0,5,0.09853127091134282,0.06253707170595854
-K-,0,1,0,28,3,K-Means,Calinski-Harabasz,12,0,9,0.07443950267096354,0.06253707170595854
-K-,0,1,0,28,3,GMM,BIC,11,0,8,0.06448795209243134,0.14348509384695243
-K-,0,1,0,28,3,GMM,AIC,11,0,8,0.06448795209243134,0.14348509384695243
-K-,0,1,0,28,3,GMM,ICL,8,0,5,0.09122740730355136,0.14348509384695243
-K-,0,1,0,28,3,GMM,BIC_Neff,11,0,8,0.06448795209243134,0.14348509384695243
-K-,0,1,0,28,3,HMM,BIC,4,0,1,0.11516949532651036,0.12437304172845741
-K-,0,1,0,28,3,HMM,AIC,7,0,4,0.08279283105953951,0.12437304172845741
-K-,0,1,0,28,3,HMM,ICL,2,0,-1,0.10615613172335245,0.12437304172845741
-K-,0,1,0,28,3,K-Means,Gap (uniform),1,0,-2,0.0,0.06253707170595854
-K-,0,1,0,28,3,K-Means,Prediction Strength,1,0,-2,0.0,0.06253707170595854
-K-,0,1,0,29,3,K-Means,Silhouette,2,0,-1,0.05586637125244036,0.10466219787566756
-K-,0,1,0,29,3,K-Means,Davies-Bouldin,9,0,6,0.10982262826047408,0.10466219787566756
